tag,text,page,page_width,page_height,fontname,r,g,b,x0,x1,top,bottom,doctop,mcid,mctag,tagstack
I-Tableau,atteints,27,612,792,BCDLEE+ArialNarrow-Bold,0.149,0.149,0.149,401,430,234,244,20826,13,Span,Table;TR;TD;P
I-Tableau,:,27,612,792,BCDLEE+ArialNarrow-Bold,0.149,0.149,0.149,432,435,234,244,20826,13,Span,Table;TR;TD;P
I-Tableau,20,27,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,59,68,265,275,20857,6,Span,Table;TR;TH;P
I-Tableau,points,27,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,71,93,265,275,20857,6,Span,Table;TR;TH;P
I-Tableau,Projet,27,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,187,208,265,275,20857,15,Span,Table;TR;TD;P
I-Tableau,de,27,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,210,220,265,275,20857,15,Span,Table;TR;TD;P
I-Tableau,durabilité,27,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,222,255,265,275,20857,15,Span,Table;TR;TD;P
I-Tableau,minimale,27,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,257,290,265,275,20857,15,Span,Table;TR;TD;P
I-Tableau,30,27,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,59,68,296,306,20888,8,Span,Table;TR;TH;P
I-Tableau,points,27,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,71,93,296,306,20888,8,Span,Table;TR;TH;P
I-Tableau,Projet,27,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,187,208,296,306,20888,17,Span,Table;TR;TD;P
I-Tableau,de,27,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,210,220,296,306,20888,17,Span,Table;TR;TD;P
I-Tableau,durabilité,27,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,222,255,296,306,20888,17,Span,Table;TR;TD;P
I-Tableau,moyenne,27,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,257,291,296,306,20888,17,Span,Table;TR;TD;P
I-Tableau,40,27,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,59,68,327,337,20919,10,Span,Table;TR;TH;P
I-Tableau,points,27,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,71,93,327,337,20919,10,Span,Table;TR;TH;P
I-Tableau,Projet,27,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,187,208,327,337,20919,19,Span,Table;TR;TD;P
I-Tableau,de,27,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,210,220,327,337,20919,19,Span,Table;TR;TD;P
I-Tableau,durabilité,27,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,222,255,327,337,20919,19,Span,Table;TR;TD;P
I-Tableau,supérieur,27,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,257,291,327,337,20919,19,Span,Table;TR;TD;P
I-Tableau,50,27,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,59,68,357,367,20949,12,Span,Table;TR;TH;P
I-Tableau,points,27,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,71,93,357,367,20949,12,Span,Table;TR;TH;P
I-Tableau,Projet,27,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,187,208,357,367,20949,21,Span,Table;TR;TD;P
I-Tableau,de,27,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,210,220,357,367,20949,21,Span,Table;TR;TD;P
I-Tableau,durabilité,27,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,222,255,357,367,20949,21,Span,Table;TR;TD;P
I-Tableau,remarquable,27,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,257,303,357,367,20949,21,Span,Table;TR;TD;P
B-Titre,34.,27,612,792,BCDLEE+ArialNarrow-Bold,0.149,0.149,0.149,54,65,407,417,20999,23,Span,H4
I-Titre,Critères,27,612,792,BCDLEE+ArialNarrow-Bold,0.149,0.149,0.149,82,113,407,417,20999,23,Span,H4
I-Titre,sur,27,612,792,BCDLEE+ArialNarrow-Bold,0.149,0.149,0.149,116,128,407,417,20999,23,Span,H4
I-Titre,les,27,612,792,BCDLEE+ArialNarrow-Bold,0.149,0.149,0.149,131,142,407,417,20999,23,Span,H4
I-Titre,rues,27,612,792,BCDLEE+ArialNarrow-Bold,0.149,0.149,0.149,144,162,407,417,20999,23,Span,H4
I-Titre,relatifs,27,612,792,BCDLEE+ArialNarrow-Bold,0.149,0.149,0.149,164,191,407,417,20999,23,Span,H4
I-Titre,aux,27,612,792,BCDLEE+ArialNarrow-Bold,0.149,0.149,0.149,193,207,407,417,20999,23,Span,H4
I-Titre,objectifs,27,612,792,BCDLEE+ArialNarrow-Bold,0.149,0.149,0.149,209,243,407,417,20999,23,Span,H4
I-Titre,de,27,612,792,BCDLEE+ArialNarrow-Bold,0.149,0.149,0.149,245,255,407,417,20999,23,Span,H4
I-Titre,développement,27,612,792,BCDLEE+ArialNarrow-Bold,0.149,0.149,0.149,257,317,407,417,20999,23,Span,H4
I-Titre,durable,27,612,792,BCDLEE+ArialNarrow-Bold,0.149,0.149,0.149,320,349,407,417,20999,23,Span,H4
B-Alinea,Pour,27,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,54,71,424,434,21016,24,Span,H5
I-Alinea,les,27,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,74,84,424,434,21016,24,Span,H5
I-Alinea,projets,27,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,86,111,424,434,21016,24,Span,H5
I-Alinea,de,27,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,114,123,424,434,21016,24,Span,H5
I-Alinea,lotissement,27,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,125,167,424,434,21016,24,Span,H5
I-Alinea,de,27,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,169,178,424,434,21016,24,Span,H5
I-Alinea,rues,27,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,181,197,424,434,21016,24,Span,H5
I-Alinea,publiques,27,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,199,234,424,434,21016,24,Span,H5
I-Alinea,ou,27,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,236,246,424,434,21016,24,Span,H5
I-Alinea,privées,27,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,248,274,424,434,21016,24,Span,H5
I-Alinea,(incluant,27,612,792,BCDNEE+ArialNarrow,0.149,0.149,0.149,277,308,424,434,21016,24,Span,H5
I-Alinea,les,27,612,792,BCDNEE+ArialNarrow,0.149,0.149,0.149,310,321,424,434,21016,24,Span,H5
I-Alinea,allées,27,612,792,BCDNEE+ArialNarrow,0.149,0.149,0.149,323,345,424,434,21016,24,Span,H5
I-Alinea,d’accès),27,612,792,BCDNEE+ArialNarrow,0.149,0.149,0.149,347,378,424,434,21016,24,Span,H5
I-Alinea,visés,27,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,380,399,424,434,21016,24,Span,H5
I-Alinea,au,27,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,401,410,424,434,21016,24,Span,H5
I-Alinea,présent,27,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,413,440,424,434,21016,24,Span,H5
I-Alinea,"chapitre,",27,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,443,474,424,434,21016,24,Span,H5
I-Alinea,les,27,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,477,487,424,434,21016,24,Span,H5
I-Alinea,critères,27,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,490,516,424,434,21016,24,Span,H5
I-Alinea,permettant,27,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,519,558,424,434,21016,24,Span,H5
I-Alinea,d’évaluer,27,612,792,BCDNEE+ArialNarrow,0.149,0.149,0.149,54,87,436,446,21028,24,Span,H5
I-Alinea,si,27,612,792,BCDNEE+ArialNarrow,0.149,0.149,0.149,90,96,436,446,21028,24,Span,H5
I-Alinea,les,27,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,99,110,436,446,21028,24,Span,H5
I-Alinea,objectifs,27,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,113,143,436,446,21028,24,Span,H5
I-Alinea,sont,27,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,146,161,436,446,21028,24,Span,H5
I-Alinea,atteints,27,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,164,191,436,446,21028,24,Span,H5
I-Alinea,et,27,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,194,201,436,446,21028,24,Span,H5
I-Alinea,les,27,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,204,214,436,446,21028,24,Span,H5
I-Alinea,points,27,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,218,240,436,446,21028,24,Span,H5
I-Alinea,associés,27,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,243,274,436,446,21028,24,Span,H5
I-Alinea,sont,27,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,278,293,436,446,21028,24,Span,H5
I-Alinea,indiqués,27,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,296,327,436,446,21028,24,Span,H5
I-Alinea,dans,27,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,330,348,436,446,21028,24,Span,H5
I-Alinea,le,27,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,351,357,436,446,21028,24,Span,H5
I-Alinea,tableau,27,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,360,387,436,446,21028,24,Span,H5
I-Alinea,suivant.,27,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,390,418,436,446,21028,24,Span,H5
I-Alinea,Un,27,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,422,432,436,446,21028,24,Span,H5
I-Alinea,total,27,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,435,451,436,446,21028,24,Span,H5
I-Alinea,de,27,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,454,463,436,446,21028,24,Span,H5
I-Alinea,25,27,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,466,475,436,446,21028,24,Span,H5
I-Alinea,points,27,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,478,500,436,446,21028,24,Span,H5
I-Alinea,minimum,27,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,503,537,436,446,21028,24,Span,H5
I-Alinea,est,27,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,540,551,436,446,21028,24,Span,H5
I-Alinea,à,27,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,554,558,436,446,21028,24,Span,H5
I-Alinea,atteindre,27,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,54,86,447,457,21039,24,Span,H5
I-Alinea,pour,27,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,88,104,447,457,21039,24,Span,H5
I-Alinea,respecter,27,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,107,141,447,457,21039,24,Span,H5
I-Alinea,les,27,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,143,153,447,457,21039,24,Span,H5
I-Alinea,objectifs,27,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,155,186,447,457,21039,24,Span,H5
I-Alinea,généraux,27,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,188,222,447,457,21039,24,Span,H5
I-Alinea,de,27,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,224,233,447,457,21039,24,Span,H5
I-Alinea,développement,27,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,235,291,447,457,21039,24,Span,H5
I-Alinea,durable.,27,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,294,323,447,457,21039,24,Span,H5
I-Alinea,Si,27,612,792,BCDNEE+ArialNarrow,0.149,0.149,0.149,326,333,447,457,21039,24,Span,H5
I-Alinea,un,27,612,792,BCDNEE+ArialNarrow,0.149,0.149,0.149,335,344,447,457,21039,24,Span,H5
I-Alinea,critère,27,612,792,BCDNEE+ArialNarrow,0.149,0.149,0.149,346,369,447,457,21039,24,Span,H5
I-Alinea,s’avère,27,612,792,BCDNEE+ArialNarrow,0.149,0.149,0.149,371,398,447,457,21039,24,Span,H5
I-Alinea,non,27,612,792,BCDNEE+ArialNarrow,0.149,0.149,0.149,400,413,447,457,21039,24,Span,H5
I-Alinea,"applicable,",27,612,792,BCDNEE+ArialNarrow,0.149,0.149,0.149,416,455,447,457,21039,24,Span,H5
I-Alinea,celui-ci,27,612,792,BCDNEE+ArialNarrow,0.149,0.149,0.149,457,483,447,457,21039,24,Span,H5
I-Alinea,est,27,612,792,BCDNEE+ArialNarrow,0.149,0.149,0.149,485,496,447,457,21039,24,Span,H5
I-Alinea,retiré,27,612,792,BCDNEE+ArialNarrow,0.149,0.149,0.149,498,517,447,457,21039,24,Span,H5
I-Alinea,et,27,612,792,BCDNEE+ArialNarrow,0.149,0.149,0.149,519,526,447,457,21039,24,Span,H5
I-Alinea,l’atteinte,27,612,792,BCDNEE+ArialNarrow,0.149,0.149,0.149,528,558,447,457,21039,24,Span,H5
I-Alinea,du,27,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,54,63,459,469,21051,24,Span,H5
I-Alinea,seuil,27,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,65,82,459,469,21051,24,Span,H5
I-Alinea,minimum,27,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,84,118,459,469,21051,24,Span,H5
I-Alinea,est,27,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,120,131,459,469,21051,24,Span,H5
I-Alinea,calculée,27,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,133,163,459,469,21051,24,Span,H5
I-Alinea,en,27,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,166,175,459,469,21051,24,Span,H5
I-Alinea,proportion,27,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,177,214,459,469,21051,24,Span,H5
I-Alinea,des,27,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,216,229,459,469,21051,24,Span,H5
I-Alinea,critères,27,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,232,259,459,469,21051,24,Span,H5
I-Alinea,restants.,27,612,792,BCDEEE+ArialNarrow,0.149,0.149,0.149,261,292,459,469,21051,24,Span,H5
B-Titre,Tableau,27,612,792,BCDEEE+ArialNarrow,0.208,0.482,0.522,54,83,482,492,21074,25,Span,P
I-Titre,2,27,612,792,BCDEEE+ArialNarrow,0.208,0.482,0.522,86,90,482,492,21074,25,Span,P
I-Titre,–,27,612,792,BCDNEE+ArialNarrow,0.208,0.482,0.522,93,97,482,492,21074,25,Span,P
I-Titre,Pointage,27,612,792,BCDEEE+ArialNarrow,0.208,0.482,0.522,100,132,482,492,21074,25,Span,P
I-Titre,relatif,27,612,792,BCDEEE+ArialNarrow,0.208,0.482,0.522,134,154,482,492,21074,25,Span,P
I-Titre,aux,27,612,792,BCDEEE+ArialNarrow,0.208,0.482,0.522,156,170,482,492,21074,25,Span,P
I-Titre,critères,27,612,792,BCDEEE+ArialNarrow,0.208,0.482,0.522,172,199,482,492,21074,25,Span,P
I-Titre,de,27,612,792,BCDEEE+ArialNarrow,0.208,0.482,0.522,201,210,482,492,21074,25,Span,P
I-Titre,développement,27,612,792,BCDEEE+ArialNarrow,0.208,0.482,0.522,212,268,482,492,21074,25,Span,P
I-Titre,durable,27,612,792,BCDEEE+ArialNarrow,0.208,0.482,0.522,271,298,482,492,21074,25,Span,P
I-Titre,des,27,612,792,BCDNEE+ArialNarrow,0.208,0.482,0.522,301,314,482,492,21074,25,Span,P
I-Titre,rues,27,612,792,BCDNEE+ArialNarrow,0.208,0.482,0.522,316,332,482,492,21074,25,Span,P
I-Titre,ou,27,612,792,BCDNEE+ArialNarrow,0.208,0.482,0.522,334,343,482,492,21074,25,Span,P
I-Titre,allée,27,612,792,BCDNEE+ArialNarrow,0.208,0.482,0.522,346,363,482,492,21074,25,Span,P
I-Titre,d’accès,27,612,792,BCDNEE+ArialNarrow,0.208,0.482,0.522,365,393,482,492,21074,25,Span,P
B-Tableau,Critères,27,612,792,BCDEEE+ArialNarrow,1,1,1,59,85,502,511,21094,27,Span,Table;TR;TH;P
I-Tableau,de,27,612,792,BCDEEE+ArialNarrow,1,1,1,87,95,502,511,21094,27,Span,Table;TR;TH;P
I-Tableau,lotissement,27,612,792,BCDEEE+ArialNarrow,1,1,1,97,135,502,511,21094,27,Span,Table;TR;TH;P
I-Tableau,durable,27,612,792,BCDEEE+ArialNarrow,1,1,1,137,161,502,511,21094,27,Span,Table;TR;TH;P
I-Tableau,a.,27,612,792,BCDEEE+ArialNarrow,0,0,0,187,194,517,527,21109,29,Span,Table;TR;TD;L;LI;LBody
I-Tableau,Le,27,612,792,BCDEEE+ArialNarrow,0,0,0,205,214,517,527,21109,29,Span,Table;TR;TD;L;LI;LBody
I-Tableau,projet,27,612,792,BCDEEE+ArialNarrow,0,0,0,216,237,517,527,21109,29,Span,Table;TR;TD;L;LI;LBody
I-Tableau,prévoit,27,612,792,BCDEEE+ArialNarrow,0,0,0,239,264,517,527,21109,29,Span,Table;TR;TD;L;LI;LBody
I-Tableau,un,27,612,792,BCDEEE+ArialNarrow,0,0,0,266,275,517,527,21109,29,Span,Table;TR;TD;L;LI;LBody
I-Tableau,réseau,27,612,792,BCDEEE+ArialNarrow,0,0,0,277,302,517,527,21109,29,Span,Table;TR;TD;L;LI;LBody
I-Tableau,routier,27,612,792,BCDEEE+ArialNarrow,0,0,0,305,328,517,527,21109,29,Span,Table;TR;TD;L;LI;LBody
I-Tableau,adapté,27,612,792,BCDEEE+ArialNarrow,0,0,0,330,355,517,527,21109,29,Span,Table;TR;TD;L;LI;LBody
I-Tableau,à,27,612,792,BCDEEE+ArialNarrow,0,0,0,358,362,517,527,21109,29,Span,Table;TR;TD;L;LI;LBody
I-Tableau,la,27,612,792,BCDEEE+ArialNarrow,0,0,0,364,371,517,527,21109,29,Span,Table;TR;TD;L;LI;LBody
I-Tableau,"topographie,",27,612,792,BCDEEE+ArialNarrow,0,0,0,373,419,517,527,21109,29,Span,Table;TR;TD;L;LI;LBody
I-Tableau,sinueux,27,612,792,BCDEEE+ArialNarrow,0,0,0,421,449,517,527,21109,29,Span,Table;TR;TD;L;LI;LBody
I-Tableau,et,27,612,792,BCDEEE+ArialNarrow,0,0,0,451,458,517,527,21109,29,Span,Table;TR;TD;L;LI;LBody
I-Tableau,limitant,27,612,792,BCDEEE+ArialNarrow,0,0,0,461,486,517,527,21109,29,Span,Table;TR;TD;L;LI;LBody
I-Tableau,son,27,612,792,BCDEEE+ArialNarrow,0,0,0,489,502,517,527,21109,29,Span,Table;TR;TD;L;LI;LBody
I-Tableau,impact,27,612,792,BCDEEE+ArialNarrow,0,0,0,504,528,517,527,21109,29,Span,Table;TR;TD;L;LI;LBody
I-Tableau,sur,27,612,792,BCDEEE+ArialNarrow,0,0,0,531,542,517,527,21109,29,Span,Table;TR;TD;L;LI;LBody
I-Tableau,le,27,612,792,BCDEEE+ArialNarrow,0,0,0,544,551,517,527,21109,29,Span,Table;TR;TD;L;LI;LBody
I-Tableau,3,27,612,792,BCDEEE+ArialNarrow,0,0,0,59,64,520,530,21112,28,Span,Table;TR;TH;P
I-Tableau,points,27,612,792,BCDEEE+ArialNarrow,0,0,0,66,88,520,530,21112,28,Span,Table;TR;TH;P
I-Tableau,paysage,27,612,792,BCDEEE+ArialNarrow,0,0,0,205,236,528,538,21120,29,Span,Table;TR;TD;L;LI;LBody
I-Tableau,b.,27,612,792,BCDEEE+ArialNarrow,0,0,0,187,194,543,553,21135,31,Span,Table;TR;TD;L;LI;LBody
I-Tableau,Le,27,612,792,BCDEEE+ArialNarrow,0,0,0,205,214,543,553,21135,31,Span,Table;TR;TD;L;LI;LBody
I-Tableau,projet,27,612,792,BCDEEE+ArialNarrow,0,0,0,216,237,543,553,21135,31,Span,Table;TR;TD;L;LI;LBody
I-Tableau,doit,27,612,792,BCDEEE+ArialNarrow,0,0,0,239,252,543,553,21135,31,Span,Table;TR;TD;L;LI;LBody
I-Tableau,favoriser,27,612,792,BCDEEE+ArialNarrow,0,0,0,255,286,543,553,21135,31,Span,Table;TR;TD;L;LI;LBody
I-Tableau,le,27,612,792,BCDEEE+ArialNarrow,0,0,0,288,295,543,553,21135,31,Span,Table;TR;TD;L;LI;LBody
I-Tableau,maintien,27,612,792,BCDEEE+ArialNarrow,0,0,0,297,328,543,553,21135,31,Span,Table;TR;TD;L;LI;LBody
I-Tableau,de,27,612,792,BCDEEE+ArialNarrow,0,0,0,330,339,543,553,21135,31,Span,Table;TR;TD;L;LI;LBody
I-Tableau,boisés,27,612,792,BCDEEE+ArialNarrow,0,0,0,342,365,543,553,21135,31,Span,Table;TR;TD;L;LI;LBody
I-Tableau,significatifs,27,612,792,BCDEEE+ArialNarrow,0,0,0,367,408,543,553,21135,31,Span,Table;TR;TD;L;LI;LBody
I-Tableau,entre,27,612,792,BCDEEE+ArialNarrow,0,0,0,410,429,543,553,21135,31,Span,Table;TR;TD;L;LI;LBody
I-Tableau,chaque,27,612,792,BCDEEE+ArialNarrow,0,0,0,431,458,543,553,21135,31,Span,Table;TR;TD;L;LI;LBody
I-Tableau,«,27,612,792,BCDEEE+ArialNarrow,0,0,0,460,465,543,553,21135,31,Span,Table;TR;TD;L;LI;LBody
I-Tableau,grappe,27,612,792,BCDEEE+ArialNarrow,0,0,0,467,492,543,553,21135,31,Span,Table;TR;TD;L;LI;LBody
I-Tableau,»,27,612,792,BCDEEE+ArialNarrow,0,0,0,494,499,543,553,21135,31,Span,Table;TR;TD;L;LI;LBody
I-Tableau,de,27,612,792,BCDEEE+ArialNarrow,0,0,0,501,510,543,553,21135,31,Span,Table;TR;TD;L;LI;LBody
I-Tableau,3,27,612,792,BCDEEE+ArialNarrow,0,0,0,59,64,546,556,21138,30,Span,Table;TR;TH;P
I-Tableau,points,27,612,792,BCDEEE+ArialNarrow,0,0,0,66,88,546,556,21138,30,Span,Table;TR;TH;P
I-Tableau,développement,27,612,792,BCDEEE+ArialNarrow,0,0,0,205,261,555,564,21147,31,Span,Table;TR;TD;L;LI;LBody
I-Tableau,de,27,612,792,BCDEEE+ArialNarrow,0,0,0,263,272,555,564,21147,31,Span,Table;TR;TD;L;LI;LBody
I-Tableau,manière,27,612,792,BCDEEE+ArialNarrow,0,0,0,275,304,555,564,21147,31,Span,Table;TR;TD;L;LI;LBody
I-Tableau,à,27,612,792,BCDEEE+ArialNarrow,0,0,0,306,311,555,564,21147,31,Span,Table;TR;TD;L;LI;LBody
I-Tableau,assurer,27,612,792,BCDEEE+ArialNarrow,0,0,0,313,341,555,564,21147,31,Span,Table;TR;TD;L;LI;LBody
I-Tableau,le,27,612,792,BCDEEE+ArialNarrow,0,0,0,343,349,555,564,21147,31,Span,Table;TR;TD;L;LI;LBody
I-Tableau,maintien,27,612,792,BCDEEE+ArialNarrow,0,0,0,352,383,555,564,21147,31,Span,Table;TR;TD;L;LI;LBody
I-Tableau,du,27,612,792,BCDEEE+ArialNarrow,0,0,0,385,394,555,564,21147,31,Span,Table;TR;TD;L;LI;LBody
I-Tableau,boisé,27,612,792,BCDEEE+ArialNarrow,0,0,0,396,416,555,564,21147,31,Span,Table;TR;TD;L;LI;LBody
I-Tableau,existant,27,612,792,BCDEEE+ArialNarrow,0,0,0,418,446,555,564,21147,31,Span,Table;TR;TD;L;LI;LBody
I-Tableau,et,27,612,792,BCDEEE+ArialNarrow,0,0,0,449,455,555,564,21147,31,Span,Table;TR;TD;L;LI;LBody
I-Tableau,de,27,612,792,BCDEEE+ArialNarrow,0,0,0,458,467,555,564,21147,31,Span,Table;TR;TD;L;LI;LBody
I-Tableau,favoriser,27,612,792,BCDEEE+ArialNarrow,0,0,0,469,501,555,564,21147,31,Span,Table;TR;TD;L;LI;LBody
I-Tableau,la,27,612,792,BCDEEE+ArialNarrow,0,0,0,503,509,555,564,21147,31,Span,Table;TR;TD;L;LI;LBody
I-Tableau,création,27,612,792,BCDEEE+ArialNarrow,0,0,0,511,541,555,564,21147,31,Span,Table;TR;TD;L;LI;LBody
I-Tableau,de,27,612,792,BCDEEE+ArialNarrow,0,0,0,543,552,555,564,21147,31,Span,Table;TR;TD;L;LI;LBody
I-Tableau,corridors,27,612,792,BCDEEE+ArialNarrow,0,0,0,205,237,566,576,21158,31,Span,Table;TR;TD;L;LI;LBody
I-Tableau,verts,27,612,792,BCDEEE+ArialNarrow,0,0,0,239,257,566,576,21158,31,Span,Table;TR;TD;L;LI;LBody
I-Tableau,c.,27,612,792,BCDEEE+ArialNarrow,0,0,0,187,193,581,591,21173,33,Span,Table;TR;TD;L;LI;LBody
I-Tableau,Le,27,612,792,BCDNEE+ArialNarrow,0,0,0,205,214,581,591,21173,33,Span,Table;TR;TD;L;LI;LBody
I-Tableau,projet,27,612,792,BCDNEE+ArialNarrow,0,0,0,216,237,581,591,21173,33,Span,Table;TR;TD;L;LI;LBody
I-Tableau,assure,27,612,792,BCDNEE+ArialNarrow,0,0,0,239,264,581,591,21173,33,Span,Table;TR;TD;L;LI;LBody
I-Tableau,le,27,612,792,BCDNEE+ArialNarrow,0,0,0,266,272,581,591,21173,33,Span,Table;TR;TD;L;LI;LBody
I-Tableau,maintien,27,612,792,BCDNEE+ArialNarrow,0,0,0,275,305,581,591,21173,33,Span,Table;TR;TD;L;LI;LBody
I-Tableau,d’espaces,27,612,792,BCDNEE+ArialNarrow,0,0,0,308,345,581,591,21173,33,Span,Table;TR;TD;L;LI;LBody
I-Tableau,naturels,27,612,792,BCDNEE+ArialNarrow,0,0,0,347,376,581,591,21173,33,Span,Table;TR;TD;L;LI;LBody
I-Tableau,ayant,27,612,792,BCDNEE+ArialNarrow,0,0,0,378,398,581,591,21173,33,Span,Table;TR;TD;L;LI;LBody
I-Tableau,une,27,612,792,BCDNEE+ArialNarrow,0,0,0,401,414,581,591,21173,33,Span,Table;TR;TD;L;LI;LBody
I-Tableau,superficie,27,612,792,BCDNEE+ArialNarrow,0,0,0,417,452,581,591,21173,33,Span,Table;TR;TD;L;LI;LBody
I-Tableau,de,27,612,792,BCDNEE+ArialNarrow,0,0,0,454,463,581,591,21173,33,Span,Table;TR;TD;L;LI;LBody
I-Tableau,grande,27,612,792,BCDNEE+ArialNarrow,0,0,0,465,491,581,591,21173,33,Span,Table;TR;TD;L;LI;LBody
I-Tableau,envergure,27,612,792,BCDNEE+ArialNarrow,0,0,0,493,530,581,591,21173,33,Span,Table;TR;TD;L;LI;LBody
I-Tableau,et,27,612,792,BCDNEE+ArialNarrow,0,0,0,532,539,581,591,21173,33,Span,Table;TR;TD;L;LI;LBody
I-Tableau,il,27,612,792,BCDNEE+ArialNarrow,0,0,0,542,545,581,591,21173,33,Span,Table;TR;TD;L;LI;LBody
I-Tableau,2,27,612,792,BCDEEE+ArialNarrow,0,0,0,59,64,584,594,21176,32,Span,Table;TR;TH;P
I-Tableau,points,27,612,792,BCDEEE+ArialNarrow,0,0,0,66,88,584,594,21176,32,Span,Table;TR;TH;P
I-Tableau,évite,27,612,792,BCDEEE+ArialNarrow,0,0,0,205,222,592,602,21184,33,Span,Table;TR;TD;L;LI;LBody
I-Tableau,la,27,612,792,BCDEEE+ArialNarrow,0,0,0,224,231,592,602,21184,33,Span,Table;TR;TD;L;LI;LBody
I-Tableau,fragmentation,27,612,792,BCDEEE+ArialNarrow,0,0,0,233,283,592,602,21184,33,Span,Table;TR;TD;L;LI;LBody
