seqtag,segtag,text,page,page_width,page_height,fontname,rgb,x0,x1,top,bottom,doctop,mcid,mctag,tagstack
O,I-Alinea,utiliser,1,612,1008,Verdana,#000,247,278,802,811,802,,,
O,I-Alinea,les,1,612,1008,Verdana,#000,283,296,802,811,802,,,
O,I-Alinea,recours,1,612,1008,Verdana,#000,302,335,802,811,802,,,
O,I-Alinea,judiciaires,1,612,1008,Verdana,#000,341,387,802,811,802,,,
O,I-Alinea,qui,1,612,1008,Verdana,#000,393,406,802,811,802,,,
O,I-Alinea,s’imposent,1,612,1008,Verdana,#000,412,461,802,811,802,,,
O,I-Alinea,contre,1,612,1008,Verdana,#000,467,495,802,811,802,,,
O,I-Alinea,quiconque,1,612,1008,Verdana,#000,501,547,802,811,802,,,
O,I-Alinea,contrevient,1,612,1008,Verdana,#000,180,231,813,822,813,,,
O,I-Alinea,au,1,612,1008,Verdana,#000,234,245,813,822,813,,,
O,I-Alinea,présent,1,612,1008,Verdana,#000,248,283,813,822,813,,,
O,I-Alinea,règlement.,1,612,1008,Verdana,#000,286,335,813,822,813,,,
O,B-Article,ARTICLE,1,612,1008,Verdana-Bold,#000,108,151,845,854,845,,,
O,I-Article,4,1,612,1008,Verdana-Bold,#000,154,161,845,854,845,,,
O,B-Alinea,Le,1,612,1008,Verdana,#000,180,190,845,854,845,,,
O,I-Alinea,propriétaire,1,612,1008,Verdana,#000,196,249,845,854,845,,,
O,I-Alinea,ou,1,612,1008,Verdana,#000,254,266,845,854,845,,,
O,I-Alinea,le,1,612,1008,Verdana,#000,271,279,845,854,845,,,
O,I-Alinea,gardien,1,612,1008,Verdana,#000,285,319,845,854,845,,,
O,I-Alinea,d’un,1,612,1008,Verdana,#000,324,344,845,854,845,,,
O,I-Alinea,chien,1,612,1008,Verdana,#000,349,373,845,854,845,,,
O,I-Alinea,qui,1,612,1008,Verdana,#000,379,393,845,854,845,,,
O,I-Alinea,a,1,612,1008,Verdana,#000,398,404,845,854,845,,,
O,I-Alinea,accumulé,1,612,1008,Verdana,#000,409,452,845,854,845,,,
O,I-Alinea,trois,1,612,1008,Verdana,#000,458,478,845,854,845,,,
O,I-Alinea,infractions,1,612,1008,Verdana,#000,483,531,845,854,845,,,
O,I-Alinea,au,1,612,1008,Verdana,#000,536,547,845,854,845,,,
O,I-Alinea,présent,1,612,1008,Verdana,#000,180,214,856,865,856,,,
O,I-Alinea,règlement,1,612,1008,Verdana,#000,217,263,856,865,856,,,
O,I-Alinea,est,1,612,1008,Verdana,#000,266,280,856,865,856,,,
O,I-Alinea,automatiquement,1,612,1008,Verdana,#000,283,363,856,865,856,,,
O,I-Alinea,interdit,1,612,1008,Verdana,#000,367,399,856,865,856,,,
O,I-Alinea,d’accès,1,612,1008,Verdana,#000,402,435,856,865,856,,,
O,I-Alinea,au,1,612,1008,Verdana,#000,438,450,856,865,856,,,
O,I-Alinea,parc,1,612,1008,Verdana,#000,453,472,856,865,856,,,
O,I-Alinea,canin.,1,612,1008,Verdana,#000,475,503,856,865,856,,,
O,B-Article,ARTICLE,1,612,1008,Verdana-Bold,#000,108,151,889,898,889,,,
O,I-Article,5,1,612,1008,Verdana-Bold,#000,154,161,889,898,889,,,
O,B-Alinea,Le,1,612,1008,Verdana,#000,180,190,889,898,889,,,
O,I-Alinea,présent,1,612,1008,Verdana,#000,194,228,889,898,889,,,
O,I-Alinea,règlement,1,612,1008,Verdana,#000,231,277,889,898,889,,,
O,I-Alinea,entrera,1,612,1008,Verdana,#000,280,313,889,898,889,,,
O,I-Alinea,en,1,612,1008,Verdana,#000,316,327,889,898,889,,,
O,I-Alinea,vigueur,1,612,1008,Verdana,#000,330,364,889,898,889,,,
O,I-Alinea,conformément,1,612,1008,Verdana,#000,368,433,889,898,889,,,
O,I-Alinea,à,1,612,1008,Verdana,#000,437,442,889,898,889,,,
O,I-Alinea,la,1,612,1008,Verdana,#000,445,453,889,898,889,,,
O,I-Alinea,Loi.,1,612,1008,Verdana,#000,456,472,889,898,889,,,
O,O,•,2,611,998,ArialMT,#000,408,429,-6,66,1002,133,Div,
O,B-Alinea,RÉSOLUTION,2,611,998,ArialMT,#333,207,279,141,151,1149,134,Div,
O,I-Alinea,NO.,2,611,998,ArialMT,#333,284,304,141,151,1149,134,Div,
O,I-Alinea,2010-384,2,611,998,ArialMT,#333,308,355,141,151,1149,134,Div,
O,B-Alinea,IL,2,611,998,ArialMT,#333,64,73,176,186,1184,135,Div,
O,I-Alinea,EST,2,611,998,ArialMT,#333,80,101,176,186,1184,135,Div,
O,I-Alinea,PROPOSÉ,2,611,998,ArialMT,#333,104,159,176,186,1184,135,Div,
O,I-Alinea,PAR,2,611,998,ArialMT,#333,161,184,176,186,1184,135,Div,
O,I-Alinea,LA,2,611,998,ArialMT,#333,187,201,176,186,1184,135,Div,
O,I-Alinea,CONSEILLÈRE:,2,611,998,ArialMT,#333,204,285,176,186,1184,135,Div,
O,I-Alinea,Mme,2,611,998,ArialMT,#333,313,337,177,187,1185,136,Div,
O,I-Alinea,Lise,2,611,998,ArialMT,#333,343,363,177,187,1185,136,Div,
O,I-Alinea,Gendron,2,611,998,ArialMT,#333,368,411,177,187,1185,136,Div,
O,B-Alinea,APPUYÉ,2,611,998,ArialMT,#333,64,109,200,210,1208,135,Div,
O,I-Alinea,PAR,2,611,998,ArialMT,#333,113,135,200,210,1208,135,Div,
O,I-Alinea,LA,2,611,998,ArialMT,#333,139,153,200,210,1208,135,Div,
O,I-Alinea,CONSEILLÈRE:,2,611,998,ArialMT,#333,156,236,200,210,1208,135,Div,
O,I-Alinea,Mme,2,611,998,ArialMT,#333,313,337,200,210,1208,137,Div,
O,I-Alinea,Nadine,2,611,998,ArialMT,#333,343,378,200,210,1208,137,Div,
O,I-Alinea,Brière,2,611,998,ArialMT,#333,385,415,200,210,1208,137,Div,
O,B-Alinea,ET,2,611,998,ArialMT,#333,64,78,223,233,1231,135,Div,
O,I-Alinea,RÉSPLU,2,611,998,ArialMT,#333,82,126,223,233,1231,135,Div,
O,I-Alinea,À,2,611,998,ArialMT,#333,129,136,222,233,1230,135,Div,
O,I-Alinea,L'UNANIMITÉ·,2,611,998,ArialMT,#333,141,215,223,233,1231,135,Div,
O,B-Alinea,QUE,2,611,998,ArialMT,#333,64,84,247,257,1255,138,Div,
O,I-Alinea,le,2,611,998,ArialMT,#333,89,97,247,257,1255,138,Div,
O,I-Alinea,règlement,2,611,998,ArialMT,#333,102,148,247,257,1255,138,Div,
O,I-Alinea,numéro,2,611,998,ArialMT,#333,156,192,247,257,1255,138,Div,
O,I-Alinea,1144-2010,2,611,998,ArialMT,#333,199,249,247,257,1255,138,Div,
O,I-Alinea,soit,2,611,998,ArialMT,#333,257,273,247,257,1255,138,Div,
O,I-Alinea,adopté,2,611,998,ArialMT,#333,279,311,247,257,1255,138,Div,
O,I-Alinea,par,2,611,998,ArialMT,#333,317,332,247,257,1255,138,Div,
O,I-Alinea,ce,2,611,998,ArialMT,#333,336,347,247,257,1255,138,Div,
O,I-Alinea,Conseil.,2,611,998,ArialMT,#333,351,389,247,257,1255,138,Div,
O,O,.,2,611,998,ArialMT,#bbb,579,580,248,255,1256,142,Div,
O,O,),2,611,998,ArialMT,#bbb,587,589,247,255,1255,142,Div,
O,O,J,2,611,998,Arial-ItalicMT,#999,570,577,255,268,1263,142,Div,
O,B-Alinea,Me,2,611,998,ArialMT,#333,312,327,450,460,1458,140,Div,
O,I-Alinea,Michel,2,611,998,ArialMT,#333,330,360,450,460,1458,140,Div,
O,I-Alinea,"Rousseau,",2,611,998,ArialMT,#333,365,415,450,460,1458,140,Div,
O,I-Alinea,Avocat/greffier,2,611,998,ArialMT,#333,419,490,450,460,1458,140,Div,
O,B-Alinea,DATE,2,611,998,ArialMT,#333,63,93,567,577,1575,139,Div,
O,I-Alinea,D'ENTRÉE,2,611,998,ArialMT,#333,97,152,567,577,1575,139,Div,
O,I-Alinea,EN,2,611,998,ArialMT,#333,156,171,567,577,1575,139,Div,
O,I-Alinea,VIGUEUR:,2,611,998,ArialMT,#333,174,227,567,577,1575,139,Div,
O,I-Alinea,1.,2,611,998,TimesNewRomanPSMT,#333,260,269,567,577,1575,141,Div,
O,I-Alinea,21,2,611,998,TimesNewRomanPSMT,#333,275,283,567,577,1575,141,Div,
O,I-Alinea,.octobre,2,611,998,ArialMT,#bbb,289,319,568,577,1576,141,Div,
O,I-Alinea,2010,2,611,998,TimesNewRomanPSMT,#333,328,349,567,577,1575,141,Div,
O,O,J,2,611,998,ArialMT,#bbb,570,586,726,756,1734,143,Div,
O,I-Alinea,ANNEXE,3,612,994,Arial-BoldItalicMT,#000,428,482,41,54,2047,144,Div,
O,I-Alinea,«,3,612,994,ArialMT,#000,491,495,40,54,2046,144,Div,
O,I-Alinea,A,3,612,994,TimesNewRomanPS-ItalicMT,#000,502,510,40,54,2046,144,Div,
O,I-Alinea,»,3,612,994,TimesNewRomanPSMT,#000,516,524,41,54,2047,144,Div,
O,O,!!'y~a..dmi$,3,612,994,TimesNewRomanPSMT,#665,129,181,223,241,2229,145,Div,
O,I-Alinea,à,3,612,994,TimesNewRomanPS-BoldMT,#444,182,188,224,241,2230,145,Div,
O,I-Alinea,un,3,612,994,Arial-BoldMT,#444,192,206,225,241,2231,145,Div,
O,I-Alinea,parç,3,612,994,Arial-BoldMT,#444,210,235,225,241,2231,145,Div,
O,I-Alinea,"canin,",3,612,994,Arial-BoldMT,#444,238,272,225,241,2231,145,Div,
O,I-Alinea,un,3,612,994,Arial-BoldMT,#444,276,289,225,241,2231,145,Div,
O,I-Alinea,chien,3,612,994,Arial-BoldMT,#444,293,323,225,241,2231,145,Div,
O,I-Alinea,:,3,612,994,Arial-BoldMT,#444,327,330,225,241,2231,145,Div,
O,O,"1!~..;...:.u...:L!O~urLëtre!t!!""",3,612,994,ArialMT,#777,45,131,230,239,2236,145,Div,
O,B-Liste,doit,3,612,994,ArialMT,#444,106,123,241,256,2247,145,Div,
O,I-Liste,être,3,612,994,ArialMT,#444,126,144,241,256,2247,145,Div,
O,I-Liste,âgé,3,612,994,ArialMT,#444,148,164,241,256,2247,145,Div,
O,I-Liste,d'au,3,612,994,ArialMT,#444,168,187,241,256,2247,145,Div,
O,I-Liste,moins,3,612,994,ArialMT,#444,192,219,241,256,2247,145,Div,
O,I-Liste,4,3,612,994,ArialMT,#444,223,228,241,256,2247,145,Div,
O,I-Liste,mois;,3,612,994,ArialMT,#444,233,257,241,256,2247,145,Div,
O,B-Liste,doit,3,612,994,ArialMT,#444,106,123,257,272,2263,145,Div,
O,I-Liste,être,3,612,994,ArialMT,#444,126,144,257,272,2263,145,Div,
O,I-Liste,en,3,612,994,ArialMT,#444,148,158,257,272,2263,145,Div,
O,I-Liste,tout,3,612,994,ArialMT,#444,162,180,257,272,2263,145,Div,
O,I-Liste,temps,3,612,994,ArialMT,#444,183,212,257,272,2263,145,Div,
O,I-Liste,accompagné,3,612,994,ArialMT,#444,215,275,257,272,2263,145,Div,
O,I-Liste,par,3,612,994,ArialMT,#444,279,293,257,272,2263,145,Div,
O,I-Liste,son,3,612,994,ArialMT,#444,297,312,257,272,2263,145,Div,
O,I-Liste,gardien;,3,612,994,ArialMT,#444,317,353,257,272,2263,145,Div,
O,B-Liste,-,3,612,994,ArialMT,#444,90,94,271,286,2277,145,Div,
O,I-Liste,doit,3,612,994,ArialMT,#444,106,123,271,286,2277,145,Div,
O,I-Liste,être,3,612,994,ArialMT,#444,126,143,271,286,2277,145,Div,
O,I-Liste,titulaire,3,612,994,ArialMT,#444,147,182,271,286,2277,145,Div,
O,I-Liste,d'une,3,612,994,ArialMT,#444,186,208,271,286,2277,145,Div,
O,I-Liste,licence,3,612,994,ArialMT,#444,215,247,271,286,2277,145,Div,
O,I-Liste,émise,3,612,994,ArialMT,#444,252,279,271,286,2277,145,Div,
O,I-Liste,par,3,612,994,ArialMT,#444,283,297,271,286,2277,145,Div,
O,I-Liste,la,3,612,994,ArialMT,#444,301,308,271,286,2277,145,Div,
O,I-Liste,Ville;,3,612,994,ArialMT,#444,311,332,271,286,2277,145,Div,
O,B-Liste,-,3,612,994,ArialMT,#444,90,94,286,301,2292,145,Div,
O,I-Liste,ne,3,612,994,ArialMT,#444,106,116,286,301,2292,145,Div,
O,I-Liste,doit,3,612,994,ArialMT,#444,120,137,286,301,2292,145,Div,
O,I-Liste,pas,3,612,994,ArialMT,#444,140,156,286,301,2292,145,Div,
O,I-Liste,porter,3,612,994,ArialMT,#444,160,187,286,301,2292,145,Div,
O,I-Liste,de,3,612,994,ArialMT,#444,191,202,286,301,2292,145,Div,
O,I-Liste,laisse,3,612,994,ArialMT,#444,205,232,286,301,2292,145,Div,
O,I-Liste,ou,3,612,994,ArialMT,#444,235,246,286,301,2292,145,Div,
O,I-Liste,autre,3,612,994,ArialMT,#444,250,273,286,301,2292,145,Div,
O,I-Liste,équipement,3,612,994,ArialMT,#444,277,331,286,301,2292,145,Div,
O,I-Liste,pouvant,3,612,994,ArialMT,#444,335,372,286,301,2292,145,Div,
O,I-Liste,nuire,3,612,994,ArialMT,#444,376,399,286,301,2292,145,Div,
O,I-Liste,à,3,612,994,TimesNewRomanPSMT,#444,402,407,286,302,2292,145,Div,
O,I-Liste,la,3,612,994,ArialMT,#444,411,419,286,301,2292,145,Div,
O,I-Liste,sécurité,3,612,994,ArialMT,#444,422,458,286,301,2292,145,Div,
O,I-Liste,des,3,612,994,ArialMT,#444,462,478,286,301,2292,145,Div,
O,I-Liste,personnes,3,612,994,ArialMT,#444,482,529,286,301,2292,145,Div,
O,I-Liste,ou,3,612,994,ArialMT,#444,533,543,286,301,2292,145,Div,
O,I-Liste,des,3,612,994,ArialMT,#444,105,121,300,315,2306,145,Div,
O,I-Liste,autres,3,612,994,ArialMT,#444,125,154,300,315,2306,145,Div,
O,I-Liste,chiens.,3,612,994,ArialMT,#444,157,190,300,315,2306,145,Div,
O,O,.,3,612,994,ArialMT,#bbb,279,280,300,315,2306,145,Div,
O,B-Article,2.,3,612,994,Arial-BoldMT,#444,71,81,328,344,2334,146,Div,
O,I-Article,Le,3,612,994,Arial-BoldMT,#444,90,102,328,344,2334,146,Div,
O,I-Article,ardien,3,612,994,Arial-BoldMT,#444,113,148,328,344,2334,146,Div,
O,I-Article,d'un,3,612,994,Arial-BoldMT,#444,151,176,328,344,2334,146,Div,
O,I-Article,chien,3,612,994,Arial-BoldMT,#444,179,210,328,344,2334,146,Div,
O,I-Article,doit:,3,612,994,Arial-BoldMT,#444,213,236,328,344,2334,146,Div,
O,O,.,3,612,994,TimesNewRomanPS-ItalicMT,#999,132,133,340,344,2346,146,Div,
O,O,r,3,612,994,TimesNewRomanPS-ItalicMT,#aaa,140,142,340,344,2346,146,Div,
O,O,",",3,612,994,TimesNewRomanPS-ItalicMT,#bbb,148,149,340,344,2346,146,Div,
O,O,.,3,612,994,TimesNewRomanPS-ItalicMT,#bbb,156,156,340,344,2346,146,Div,
O,B-Liste,-,3,612,994,ArialMT,#444,90,93,345,360,2351,146,Div,
O,I-Liste,être,3,612,994,ArialMT,#444,105,123,345,360,2351,146,Div,
O,I-Liste,âgé,3,612,994,ArialMT,#444,126,143,345,360,2351,146,Div,
O,I-Liste,d'au,3,612,994,ArialMT,#444,147,166,345,360,2351,146,Div,
O,I-Liste,moins,3,612,994,ArialMT,#444,171,198,345,360,2351,146,Div,
O,I-Liste,13,3,612,994,ArialMT,#444,202,213,345,360,2351,146,Div,
O,I-Liste,ans;,3,612,994,ArialMT,#444,217,236,345,360,2351,146,Div,
O,B-Liste,-,3,612,994,ArialMT,#444,90,93,360,375,2366,146,Div,
O,I-Liste,avoir,3,612,994,ArialMT,#444,105,128,360,375,2366,146,Div,
O,I-Liste,au,3,612,994,ArialMT,#444,131,141,360,375,2366,146,Div,
O,I-Liste,plus,3,612,994,ArialMT,#444,146,164,360,375,2366,146,Div,
O,I-Liste,2,3,612,994,ArialMT,#444,168,173,360,375,2366,146,Div,
O,I-Liste,chiens,3,612,994,ArialMT,#444,177,207,360,375,2366,146,Div,
O,I-Liste,dont,3,612,994,ArialMT,#444,211,232,360,375,2366,146,Div,
O,I-Liste,il,3,612,994,ArialMT,#444,235,239,360,375,2366,146,Div,
O,I-Liste,est,3,612,994,ArialMT,#444,243,257,360,375,2366,146,Div,
O,I-Liste,"gardien,",3,612,994,ArialMT,#444,261,297,360,375,2366,146,Div,
O,I-Liste,à,3,612,994,TimesNewRomanPSMT,#444,301,306,360,376,2366,146,Div,
O,I-Liste,l'intérieur,3,612,994,ArialMT,#444,310,354,360,375,2366,146,Div,
O,I-Liste,du,3,612,994,ArialMT,#444,357,368,360,375,2366,146,Div,
O,I-Liste,parc,3,612,994,ArialMT,#444,372,392,360,375,2366,146,Div,
O,I-Liste,canin;,3,612,994,ArialMT,#444,396,423,360,375,2366,146,Div,
O,B-Liste,-,3,612,994,ArialMT,#444,90,93,375,390,2381,146,Div,
O,I-Liste,s'abstenir,3,612,994,ArialMT,#444,105,151,375,390,2381,146,Div,
O,I-Liste,d'accompagner,3,612,994,ArialMT,#444,157,229,375,390,2381,146,Div,
O,I-Liste,son,3,612,994,ArialMT,#444,236,252,375,390,2381,146,Div,
O,I-Liste,animal,3,612,994,ArialMT,#444,259,289,375,390,2381,146,Div,
O,I-Liste,dans,3,612,994,ArialMT,#444,296,317,375,390,2381,146,Div,
O,I-Liste,le,3,612,994,ArialMT,#444,324,332,375,390,2381,146,Div,
O,I-Liste,parc,3,612,994,ArialMT,#444,338,358,375,390,2381,146,Div,
O,I-Liste,"canin,",3,612,994,ArialMT,#444,365,392,375,390,2381,146,Div,
O,I-Liste,si,3,612,994,ArialMT,#444,399,406,375,390,2381,146,Div,
O,I-Liste,celui-ci,3,612,994,ArialMT,#444,413,446,375,390,2381,146,Div,
O,I-Liste,montre,3,612,994,ArialMT,#444,453,485,375,390,2381,146,Div,
O,I-Liste,des,3,612,994,ArialMT,#444,492,507,375,390,2381,146,Div,
O,I-Liste,"signes,",3,612,994,ArialMT,#444,514,544,375,390,2381,146,Div,
O,I-Liste,d'agressivité;,3,612,994,ArialMT,#444,105,166,390,405,2396,146,Div,
O,B-Liste,-,3,612,994,ArialMT,#444,90,93,405,420,2411,146,Div,
O,I-Liste,toujours,3,612,994,ArialMT,#444,104,142,405,420,2411,146,Div,
O,I-Liste,avoir,3,612,994,ArialMT,#444,145,168,405,420,2411,146,Div,
O,I-Liste,une,3,612,994,ArialMT,#444,172,188,405,420,2411,146,Div,
O,I-Liste,laisse,3,612,994,ArialMT,#444,192,218,405,420,2411,146,Div,
O,I-Liste,en,3,612,994,ArialMT,#444,221,232,405,420,2411,146,Div,
O,I-Liste,"main,",3,612,994,ArialMT,#444,236,259,405,420,2411,146,Div,
O,I-Liste,afin,3,612,994,ArialMT,#444,264,281,405,420,2411,146,Div,
O,I-Liste,d'être,3,612,994,ArialMT,#444,285,311,405,420,2411,146,Div,
O,I-Liste,",en",3,612,994,ArialMT,#bbb,313,324,405,420,2411,146,Div,
O,I-Liste,mesure,3,612,994,ArialMT,#444,329,363,405,420,2411,146,Div,
O,I-Liste,d'intervenir,3,612,994,ArialMT,#444,366,420,405,420,2411,146,Div,
O,I-Liste,rapidement,3,612,994,ArialMT,#444,423,476,405,420,2411,146,Div,
O,I-Liste,auprès,3,612,994,ArialMT,#444,479,510,405,420,2411,146,Div,
O,I-Liste,de,3,612,994,ArialMT,#444,513,524,405,420,2411,146,Div,
O,I-Liste,son,3,612,994,ArialMT,#444,528,543,405,420,2411,146,Div,
O,I-Liste,"chien,",3,612,994,ArialMT,#444,105,132,420,435,2426,146,Div,
O,I-Liste,en,3,612,994,ArialMT,#444,136,146,420,435,2426,146,Div,
O,I-Liste,cas,3,612,994,ArialMT,#444,150,166,420,435,2426,146,Div,
O,I-Liste,de,3,612,994,ArialMT,#444,170,181,420,435,2426,146,Div,
O,I-Liste,besoin;,3,612,994,ArialMT,#444,185,217,420,435,2426,146,Div,
O,B-Liste,-,3,612,994,ArialMT,#444,90,93,435,450,2441,146,Div,
O,I-Liste,éviter,3,612,994,ArialMT,#444,105,131,435,450,2441,146,Div,
O,I-Liste,que,3,612,994,ArialMT,#444,134,151,435,450,2441,146,Div,
O,I-Liste,le,3,612,994,ArialMT,#444,155,162,435,450,2441,146,Div,
O,I-Liste,chien,3,612,994,ArialMT,#444,166,190,435,450,2441,146,Div,
O,I-Liste,ait,3,612,994,ArialMT,#444,194,206,435,450,2441,146,Div,
O,I-Liste,des,3,612,994,ArialMT,#444,209,225,435,450,2441,146,Div,
O,I-Liste,comportements,3,612,994,ArialMT,#444,229,302,435,450,2441,146,Div,
O,I-Liste,susceptibles,3,612,994,ArialMT,#444,306,363,435,450,2441,146,Div,
O,I-Liste,de,3,612,994,ArialMT,#444,367,378,435,450,2441,146,Div,
O,I-Liste,nuire,3,612,994,ArialMT,#444,382,405,435,450,2441,146,Div,
O,I-Liste,aux,3,612,994,ArialMT,#444,409,425,435,450,2441,146,Div,
O,I-Liste,autres,3,612,994,ArialMT,#444,428,457,435,450,2441,146,Div,
O,I-Liste,usagers,3,612,994,ArialMT,#444,461,497,435,450,2441,146,Div,
O,I-Liste,et,3,612,994,ArialMT,#444,501,510,435,450,2441,146,Div,
O,I-Liste,à,3,612,994,TimesNewRomanPSMT,#444,513,518,435,451,2441,146,Div,
O,I-Liste,leurs,3,612,994,ArialMT,#444,522,544,435,450,2441,146,Div,
O,I-Liste,chiens,3,612,994,ArialMT,#444,105,135,450,465,2456,146,Div,
O,I-Liste,Qappements,3,612,994,ArialMT,#444,138,196,450,465,2456,146,Div,
O,I-Liste,"excessifs,",3,612,994,ArialMT,#444,200,245,450,465,2456,146,Div,
O,I-Liste,bris,3,612,994,ArialMT,#444,249,266,450,465,2456,146,Div,
O,I-Liste,de,3,612,994,ArialMT,#444,269,280,450,465,2456,146,Div,
O,I-Liste,"matériel,",3,612,994,ArialMT,#444,284,324,450,465,2456,146,Div,
O,I-Liste,trous,3,612,994,ArialMT,#444,327,351,450,465,2456,146,Div,
O,I-Liste,dans,3,612,994,ArialMT,#444,354,377,450,465,2456,146,Div,
O,I-Liste,le,3,612,994,ArialMT,#444,380,388,450,465,2456,146,Div,
O,I-Liste,sol,3,612,994,ArialMT,#444,391,404,450,465,2456,146,Div,
O,I-Liste,et,3,612,994,ArialMT,#444,408,417,450,465,2456,146,Div,
O,I-Liste,agressivité);,3,612,994,ArialMT,#444,420,475,450,465,2456,146,Div,
O,B-Liste,"ramasser,",3,612,994,ArialMT,#444,105,150,465,480,2471,146,Div,
O,I-Liste,sans,3,612,994,ArialMT,#444,153,175,465,480,2471,146,Div,
O,I-Liste,"délai,",3,612,994,ArialMT,#444,178,201,465,480,2471,146,Div,
O,I-Liste,les,3,612,994,ArialMT,#444,207,219,465,480,2471,146,Div,
O,I-Liste,excréments,3,612,994,ArialMT,#444,223,277,465,480,2471,146,Div,
O,I-Liste,de,3,612,994,ArialMT,#444,281,291,465,480,2471,146,Div,
O,I-Liste,son,3,612,994,ArialMT,#444,295,311,465,480,2471,146,Div,
O,I-Liste,"chien,",3,612,994,ArialMT,#444,315,342,465,480,2471,146,Div,
O,I-Liste,les,3,612,994,ArialMT,#444,346,358,465,480,2471,146,Div,
O,I-Liste,placer,3,612,994,ArialMT,#444,362,391,465,480,2471,146,Div,
O,I-Liste,dans,3,612,994,ArialMT,#444,394,417,465,480,2471,146,Div,
O,I-Liste,un,3,612,994,ArialMT,#444,420,431,465,480,2471,146,Div,
O,I-Liste,sac,3,612,994,ArialMT,#444,435,450,465,480,2471,146,Div,
O,I-Liste,et,3,612,994,ArialMT,#444,454,462,465,480,2471,146,Div,
O,I-Liste,les,3,612,994,ArialMT,#444,466,478,465,480,2471,146,Div,
O,I-Liste,jeter,3,612,994,ArialMT,#444,481,502,465,480,2471,146,Div,
O,I-Liste,dans,3,612,994,ArialMT,#444,505,528,465,480,2471,146,Div,
O,I-Liste,les,3,612,994,ArialMT,#444,531,544,465,480,2471,146,Div,
O,I-Liste,poubelles,3,612,994,ArialMT,#444,105,149,479,494,2485,146,Div,
O,I-Liste,prévues,3,612,994,ArialMT,#444,153,189,479,494,2485,146,Div,
O,I-Liste,à,3,612,994,TimesNewRomanPSMT,#444,193,198,478,494,2484,146,Div,
O,I-Liste,cet,3,612,994,ArialMT,#444,202,216,479,494,2485,146,Div,
O,I-Liste,effet;,3,612,994,ArialMT,#444,220,243,479,494,2485,146,Div,
O,B-Liste,-,3,612,994,ArialMT,#665,89,93,495,510,2501,146,Div,
O,I-Liste,s'abstenir,3,612,994,ArialMT,#444,105,148,495,510,2501,146,Div,
O,I-Liste,de,3,612,994,ArialMT,#444,154,165,495,510,2501,146,Div,
O,I-Liste,lancer,3,612,994,ArialMT,#444,169,197,495,510,2501,146,Div,
O,I-Liste,tout,3,612,994,ArialMT,#444,200,218,495,510,2501,146,Div,
O,I-Liste,Objet,3,612,994,ArialMT,#444,222,245,495,510,2501,146,Div,
O,I-Liste,dans,3,612,994,ArialMT,#444,248,270,495,510,2501,146,Div,
O,I-Liste,le,3,612,994,ArialMT,#444,274,281,495,510,2501,146,Div,
O,I-Liste,but,3,612,994,ArialMT,#444,285,299,495,510,2501,146,Div,
O,I-Liste,de,3,612,994,ArialMT,#444,303,314,495,510,2501,146,Div,
O,I-Liste,faire,3,612,994,ArialMT,#444,317,338,495,510,2501,146,Div,
O,I-Liste,courir,3,612,994,ArialMT,#444,341,368,495,510,2501,146,Div,
O,I-Liste,ou,3,612,994,ArialMT,#444,371,382,495,510,2501,146,Div,
O,I-Liste,jouer,3,612,994,ArialMT,#444,385,410,495,510,2501,146,Div,
O,I-Liste,les,3,612,994,ArialMT,#444,413,426,495,510,2501,146,Div,
O,I-Liste,chiens.,3,612,994,ArialMT,#444,429,462,495,510,2501,146,Div,
O,B-Article,•,3,612,994,Arial-BoldMT,#444,77,80,521,537,2527,146,Div,
O,I-Article,Sont·,3,612,994,Arial-BoldMT,#444,89,120,521,537,2527,146,Div,
O,I-Article,"letditS,",3,612,994,Arial-BoldMT,#444,128,167,521,537,2527,146,Div,
O,I-Article,',3,612,994,Arial-BoldMT,#444,172,175,521,537,2527,146,Div,
O,I-Article,l'intérieur,3,612,994,Arial-BoldMT,#444,181,237,521,537,2527,146,Div,
O,I-Article,du,3,612,994,Arial-BoldMT,#444,240,254,521,537,2527,146,Div,
O,I-Article,parc,3,612,994,Arial-BoldMT,#444,258,282,521,537,2527,146,Div,
O,I-Article,canin,3,612,994,Arial-BoldMT,#444,286,315,521,537,2527,146,Div,
O,I-Article,:,3,612,994,Arial-BoldMT,#444,320,323,521,537,2527,146,Div,
O,B-Liste,-,3,612,994,ArialMT,#444,89,92,540,555,2546,146,Div,
O,I-Liste,les,3,612,994,ArialMT,#444,105,117,540,555,2546,146,Div,
O,I-Liste,chiens,3,612,994,ArialMT,#444,121,151,540,555,2546,146,Div,
O,I-Liste,dressés,3,612,994,ArialMT,#444,155,191,540,555,2546,146,Div,
O,I-Liste,pour,3,612,994,ArialMT,#444,194,215,540,555,2546,146,Div,
O,I-Liste,l'attaque,3,612,994,ArialMT,#444,219,259,540,555,2546,146,Div,
O,I-Liste,et,3,612,994,ArialMT,#444,263,271,540,555,2546,146,Div,
O,I-Liste,la,3,612,994,ArialMT,#444,275,283,540,555,2546,146,Div,
O,I-Liste,protection,3,612,994,ArialMT,#444,286,332,540,555,2546,146,Div,
O,I-Liste,ou,3,612,994,ArialMT,#444,336,346,540,555,2546,146,Div,
O,I-Liste,ayant,3,612,994,ArialMT,#444,350,376,540,555,2546,146,Div,
O,I-Liste,démontrés,3,612,994,ArialMT,#444,379,429,540,555,2546,146,Div,
