tag,text,page,page_width,page_height,fontname,r,g,b,x0,x1,top,bottom,doctop,mcid,mctag,tagstack
I-Enumeration,ou,12,612,1008,BCDJEE+ArialNarrow,0,0,0,417,426,802,812,11892,26,P,Document;H6
I-Enumeration,incendié,12,612,1008,BCDJEE+ArialNarrow,0,0,0,429,459,802,812,11892,26,P,Document;H6
I-Enumeration,constate,12,612,1008,BCDJEE+ArialNarrow,0,0,0,462,493,802,812,11892,26,P,Document;H6
I-Enumeration,une,12,612,1008,BCDJEE+ArialNarrow,0,0,0,496,509,802,812,11892,26,P,Document;H6
I-Enumeration,telle,12,612,1008,BCDJEE+ArialNarrow,0,0,0,512,527,802,812,11892,26,P,Document;H6
I-Enumeration,"situation,",12,612,1008,BCDGEE+ArialNarrow,0,0,0,160,193,814,824,11903,26,P,Document;H6
I-Enumeration,le,12,612,1008,BCDGEE+ArialNarrow,0,0,0,195,201,814,824,11903,26,P,Document;H6
I-Enumeration,propriétaire,12,612,1008,BCDGEE+ArialNarrow,0,0,0,203,245,814,824,11903,26,P,Document;H6
I-Enumeration,doit,12,612,1008,BCDGEE+ArialNarrow,0,0,0,247,260,814,824,11903,26,P,Document;H6
I-Enumeration,le,12,612,1008,BCDGEE+ArialNarrow,0,0,0,263,269,814,824,11903,26,P,Document;H6
I-Enumeration,signaliser,12,612,1008,BCDGEE+ArialNarrow,0,0,0,271,306,814,824,11903,26,P,Document;H6
I-Enumeration,à,12,612,1008,BCDGEE+ArialNarrow,0,0,0,308,312,814,824,11903,26,P,Document;H6
I-Enumeration,la,12,612,1008,BCDGEE+ArialNarrow,0,0,0,315,321,814,824,11903,26,P,Document;H6
I-Enumeration,Ville,12,612,1008,BCDGEE+ArialNarrow,0,0,0,323,339,814,824,11903,26,P,Document;H6
I-Enumeration,et,12,612,1008,BCDGEE+ArialNarrow,0,0,0,341,348,814,824,11903,26,P,Document;H6
I-Enumeration,faire,12,612,1008,BCDGEE+ArialNarrow,0,0,0,350,366,814,824,11903,26,P,Document;H6
I-Enumeration,une,12,612,1008,BCDGEE+ArialNarrow,0,0,0,368,382,814,824,11903,26,P,Document;H6
I-Enumeration,demande,12,612,1008,BCDGEE+ArialNarrow,0,0,0,384,418,814,824,11903,26,P,Document;H6
I-Enumeration,de,12,612,1008,BCDGEE+ArialNarrow,0,0,0,420,429,814,824,11903,26,P,Document;H6
I-Enumeration,permis,12,612,1008,BCDGEE+ArialNarrow,0,0,0,432,456,814,824,11903,26,P,Document;H6
I-Enumeration,de,12,612,1008,BCDGEE+ArialNarrow,0,0,0,458,467,814,824,11903,26,P,Document;H6
I-Enumeration,"construction,",12,612,1008,BCDGEE+ArialNarrow,0,0,0,470,516,814,824,11903,26,P,Document;H6
I-Enumeration,tel,12,612,1008,BCDGEE+ArialNarrow,0,0,0,518,527,814,824,11903,26,P,Document;H6
I-Enumeration,que,12,612,1008,BCDGEE+ArialNarrow,0,0,0,160,174,825,835,11915,26,P,Document;H6
I-Enumeration,spécifié,12,612,1008,BCDGEE+ArialNarrow,0,0,0,176,204,825,835,11915,26,P,Document;H6
I-Enumeration,au,12,612,1008,BCDGEE+ArialNarrow,0,0,0,206,215,825,835,11915,26,P,Document;H6
I-Enumeration,présent,12,612,1008,BCDGEE+ArialNarrow,0,0,0,217,245,825,835,11915,26,P,Document;H6
I-Enumeration,règlement,12,612,1008,BCDGEE+ArialNarrow,0,0,0,247,283,825,835,11915,26,P,Document;H6
I-Enumeration,et,12,612,1008,BCDGEE+ArialNarrow,0,0,0,286,293,825,835,11915,26,P,Document;H6
I-Enumeration,au,12,612,1008,BCDGEE+ArialNarrow,0,0,0,295,304,825,835,11915,26,P,Document;H6
I-Enumeration,Règlement,12,612,1008,BCDGEE+ArialNarrow,0,0,0,306,346,825,835,11915,26,P,Document;H6
I-Enumeration,de,12,612,1008,BCDGEE+ArialNarrow,0,0,0,348,357,825,835,11915,26,P,Document;H6
I-Enumeration,construction,12,612,1008,BCDGEE+ArialNarrow,0,0,0,359,404,825,835,11915,26,P,Document;H6
I-Enumeration,en,12,612,1008,BCDGEE+ArialNarrow,0,0,0,406,415,825,835,11915,26,P,Document;H6
I-Enumeration,vigueur;,12,612,1008,BCDGEE+ArialNarrow,0,0,0,417,447,825,835,11915,26,P,Document;H6
B-Enumeration,15.,12,612,1008,BCDGEE+ArialNarrow,0.149,0.149,0.149,113,125,849,859,11938,27,P,Document;H6
I-Enumeration,Permettre,12,612,1008,BCDJEE+ArialNarrow,0,0,0,132,168,849,859,11938,27,P,Document;H6
I-Enumeration,à,12,612,1008,BCDJEE+ArialNarrow,0,0,0,170,174,849,859,11938,27,P,Document;H6
I-Enumeration,l’autorité,12,612,1008,BCDJEE+ArialNarrow,0,0,0,176,207,849,859,11938,27,P,Document;H6
I-Enumeration,compétente,12,612,1008,BCDJEE+ArialNarrow,0,0,0,209,252,849,859,11938,27,P,Document;H6
I-Enumeration,de,12,612,1008,BCDJEE+ArialNarrow,0,0,0,254,263,849,859,11938,27,P,Document;H6
I-Enumeration,pénétrer,12,612,1008,BCDJEE+ArialNarrow,0,0,0,265,295,849,859,11938,27,P,Document;H6
I-Enumeration,dans,12,612,1008,BCDJEE+ArialNarrow,0,0,0,297,315,849,859,11938,27,P,Document;H6
I-Enumeration,tout,12,612,1008,BCDJEE+ArialNarrow,0,0,0,317,331,849,859,11938,27,P,Document;H6
I-Enumeration,bâtiment,12,612,1008,BCDJEE+ArialNarrow,0,0,0,333,364,849,859,11938,27,P,Document;H6
I-Enumeration,ou,12,612,1008,BCDJEE+ArialNarrow,0,0,0,366,375,849,859,11938,27,P,Document;H6
I-Enumeration,tout,12,612,1008,BCDJEE+ArialNarrow,0,0,0,377,391,849,859,11938,27,P,Document;H6
I-Enumeration,local,12,612,1008,BCDJEE+ArialNarrow,0,0,0,393,410,849,859,11938,27,P,Document;H6
I-Enumeration,à,12,612,1008,BCDGEE+ArialNarrow,0,0,0,411,416,849,859,11938,27,P,Document;H6
I-Enumeration,tout,12,612,1008,BCDGEE+ArialNarrow,0,0,0,418,432,849,859,11938,27,P,Document;H6
I-Enumeration,moment,12,612,1008,BCDGEE+ArialNarrow,0,0,0,434,463,849,859,11938,27,P,Document;H6
I-Enumeration,raisonnable,12,612,1008,BCDGEE+ArialNarrow,0,0,0,465,507,849,859,11938,27,P,Document;H6
I-Enumeration,dans,12,612,1008,BCDGEE+ArialNarrow,0,0,0,509,527,849,859,11938,27,P,Document;H6
I-Enumeration,le,12,612,1008,BCDJEE+ArialNarrow,0,0,0,132,138,860,870,11949,27,P,Document;H6
I-Enumeration,but,12,612,1008,BCDJEE+ArialNarrow,0,0,0,140,152,860,870,11949,27,P,Document;H6
I-Enumeration,d’appliquer,12,612,1008,BCDJEE+ArialNarrow,0,0,0,154,194,860,870,11949,27,P,Document;H6
I-Enumeration,les,12,612,1008,BCDJEE+ArialNarrow,0,0,0,196,207,860,870,11949,27,P,Document;H6
I-Enumeration,dispositions,12,612,1008,BCDJEE+ArialNarrow,0,0,0,209,252,860,870,11949,27,P,Document;H6
I-Enumeration,du,12,612,1008,BCDJEE+ArialNarrow,0,0,0,254,263,860,870,11949,27,P,Document;H6
I-Enumeration,présent,12,612,1008,BCDJEE+ArialNarrow,0,0,0,266,293,860,870,11949,27,P,Document;H6
I-Enumeration,règlement,12,612,1008,BCDJEE+ArialNarrow,0,0,0,295,332,860,870,11949,27,P,Document;H6
I-Enumeration,et,12,612,1008,BCDJEE+ArialNarrow,0,0,0,334,341,860,870,11949,27,P,Document;H6
I-Enumeration,des,12,612,1008,BCDJEE+ArialNarrow,0,0,0,343,356,860,870,11949,27,P,Document;H6
I-Enumeration,règlements,12,612,1008,BCDJEE+ArialNarrow,0,0,0,359,399,860,870,11949,27,P,Document;H6
I-Enumeration,dont,12,612,1008,BCDJEE+ArialNarrow,0,0,0,401,417,860,870,11949,27,P,Document;H6
I-Enumeration,elle,12,612,1008,BCDJEE+ArialNarrow,0,0,0,420,432,860,870,11949,27,P,Document;H6
I-Enumeration,a,12,612,1008,BCDJEE+ArialNarrow,0,0,0,435,439,860,870,11949,27,P,Document;H6
I-Enumeration,la,12,612,1008,BCDJEE+ArialNarrow,0,0,0,441,448,860,870,11949,27,P,Document;H6
I-Enumeration,responsabilité;,12,612,1008,BCDGEE+ArialNarrow,0,0,0,450,503,860,870,11949,27,P,Document;H6
B-Enumeration,16.,12,612,1008,BCDGEE+ArialNarrow,0.149,0.149,0.149,113,125,872,882,11961,28,P,Document;H6
I-Enumeration,"Effectuer,",12,612,1008,BCDJEE+ArialNarrow,0,0,0,132,167,872,882,11961,28,P,Document;H6
I-Enumeration,ou,12,612,1008,BCDJEE+ArialNarrow,0,0,0,169,178,872,882,11961,28,P,Document;H6
I-Enumeration,faire,12,612,1008,BCDJEE+ArialNarrow,0,0,0,180,196,872,882,11961,28,P,Document;H6
I-Enumeration,effectuer,12,612,1008,BCDJEE+ArialNarrow,0,0,0,198,230,872,882,11961,28,P,Document;H6
I-Enumeration,à,12,612,1008,BCDJEE+ArialNarrow,0,0,0,232,237,872,882,11961,28,P,Document;H6
I-Enumeration,ses,12,612,1008,BCDJEE+ArialNarrow,0,0,0,239,252,872,882,11961,28,P,Document;H6
I-Enumeration,propres,12,612,1008,BCDJEE+ArialNarrow,0,0,0,254,282,872,882,11961,28,P,Document;H6
I-Enumeration,"frais,",12,612,1008,BCDJEE+ArialNarrow,0,0,0,284,302,872,882,11961,28,P,Document;H6
I-Enumeration,les,12,612,1008,BCDJEE+ArialNarrow,0,0,0,304,315,872,882,11961,28,P,Document;H6
I-Enumeration,essais,12,612,1008,BCDJEE+ArialNarrow,0,0,0,317,340,872,882,11961,28,P,Document;H6
I-Enumeration,ou,12,612,1008,BCDJEE+ArialNarrow,0,0,0,342,351,872,882,11961,28,P,Document;H6
I-Enumeration,inspections,12,612,1008,BCDJEE+ArialNarrow,0,0,0,354,395,872,882,11961,28,P,Document;H6
I-Enumeration,requis,12,612,1008,BCDJEE+ArialNarrow,0,0,0,397,419,872,882,11961,28,P,Document;H6
I-Enumeration,par,12,612,1008,BCDJEE+ArialNarrow,0,0,0,421,433,872,882,11961,28,P,Document;H6
I-Enumeration,l’autorité,12,612,1008,BCDJEE+ArialNarrow,0,0,0,435,466,872,882,11961,28,P,Document;H6
I-Enumeration,compétente,12,612,1008,BCDJEE+ArialNarrow,0,0,0,468,511,872,882,11961,28,P,Document;H6
I-Enumeration,afin,12,612,1008,BCDJEE+ArialNarrow,0,0,0,514,527,872,882,11961,28,P,Document;H6
I-Enumeration,d’établir,12,612,1008,BCDJEE+ArialNarrow,0,0,0,132,160,883,893,11972,28,P,Document;H6
I-Enumeration,qu’elle,12,612,1008,BCDJEE+ArialNarrow,0,0,0,162,186,883,893,11972,28,P,Document;H6
I-Enumeration,s’est,12,612,1008,BCDJEE+ArialNarrow,0,0,0,188,205,883,893,11972,28,P,Document;H6
I-Enumeration,conformée,12,612,1008,BCDJEE+ArialNarrow,0,0,0,207,246,883,893,11972,28,P,Document;H6
I-Enumeration,au,12,612,1008,BCDJEE+ArialNarrow,0,0,0,248,257,883,893,11972,28,P,Document;H6
I-Enumeration,Règlement,12,612,1008,BCDJEE+ArialNarrow,0,0,0,260,299,883,893,11972,28,P,Document;H6
I-Enumeration,de,12,612,1008,BCDJEE+ArialNarrow,0,0,0,301,310,883,893,11972,28,P,Document;H6
I-Enumeration,construction,12,612,1008,BCDJEE+ArialNarrow,0,0,0,313,357,883,893,11972,28,P,Document;H6
I-Enumeration,en,12,612,1008,BCDJEE+ArialNarrow,0,0,0,359,368,883,893,11972,28,P,Document;H6
I-Enumeration,vigueur,12,612,1008,BCDJEE+ArialNarrow,0,0,0,370,397,883,893,11972,28,P,Document;H6
I-Enumeration,et,12,612,1008,BCDJEE+ArialNarrow,0,0,0,399,406,883,893,11972,28,P,Document;H6
I-Enumeration,à,12,612,1008,BCDJEE+ArialNarrow,0,0,0,408,413,883,893,11972,28,P,Document;H6
I-Enumeration,tout,12,612,1008,BCDJEE+ArialNarrow,0,0,0,415,429,883,893,11972,28,P,Document;H6
I-Enumeration,autre,12,612,1008,BCDJEE+ArialNarrow,0,0,0,431,449,883,893,11972,28,P,Document;H6
I-Enumeration,règlement,12,612,1008,BCDJEE+ArialNarrow,0,0,0,452,488,883,893,11972,28,P,Document;H6
I-Enumeration,applicable,12,612,1008,BCDJEE+ArialNarrow,0,0,0,490,527,883,893,11972,28,P,Document;H6
I-Enumeration,et,12,612,1008,BCDJEE+ArialNarrow,0,0,0,132,138,895,904,11984,28,P,Document;H6
I-Enumeration,doit,12,612,1008,BCDJEE+ArialNarrow,0,0,0,141,154,895,904,11984,28,P,Document;H6
I-Enumeration,promptement,12,612,1008,BCDJEE+ArialNarrow,0,0,0,156,204,895,904,11984,28,P,Document;H6
I-Enumeration,déposer,12,612,1008,BCDJEE+ArialNarrow,0,0,0,207,236,895,904,11984,28,P,Document;H6
I-Enumeration,une,12,612,1008,BCDJEE+ArialNarrow,0,0,0,238,252,895,904,11984,28,P,Document;H6
I-Enumeration,copie,12,612,1008,BCDJEE+ArialNarrow,0,0,0,254,274,895,904,11984,28,P,Document;H6
I-Enumeration,des,12,612,1008,BCDJEE+ArialNarrow,0,0,0,276,289,895,904,11984,28,P,Document;H6
I-Enumeration,rapports,12,612,1008,BCDJEE+ArialNarrow,0,0,0,291,321,895,904,11984,28,P,Document;H6
I-Enumeration,d’essais,12,612,1008,BCDJEE+ArialNarrow,0,0,0,324,353,895,904,11984,28,P,Document;H6
I-Enumeration,et,12,612,1008,BCDJEE+ArialNarrow,0,0,0,355,362,895,904,11984,28,P,Document;H6
I-Enumeration,d’inspection,12,612,1008,BCDJEE+ArialNarrow,0,0,0,364,408,895,904,11984,28,P,Document;H6
I-Enumeration,auprès,12,612,1008,BCDJEE+ArialNarrow,0,0,0,410,435,895,904,11984,28,P,Document;H6
I-Enumeration,de,12,612,1008,BCDJEE+ArialNarrow,0,0,0,437,446,895,904,11984,28,P,Document;H6
I-Enumeration,l’autorité,12,612,1008,BCDJEE+ArialNarrow,0,0,0,449,479,895,904,11984,28,P,Document;H6
I-Enumeration,compétente;,12,612,1008,BCDJEE+ArialNarrow,0,0,0,482,527,895,904,11984,28,P,Document;H6
I-Enumeration,17.,12,612,1008,BCDGEE+ArialNarrow,0.149,0.149,0.149,113,125,906,916,11995,29,P,Document;H6
I-Enumeration,Informer,12,612,1008,BCDGEE+ArialNarrow,0,0,0,132,162,906,916,11995,29,P,Document;H6
I-Enumeration,la,12,612,1008,BCDGEE+ArialNarrow,0,0,0,166,173,906,916,11995,29,P,Document;H6
I-Enumeration,Ville,12,612,1008,BCDGEE+ArialNarrow,0,0,0,177,192,906,916,11995,29,P,Document;H6
I-Enumeration,par,12,612,1008,BCDGEE+ArialNarrow,0,0,0,196,208,906,916,11995,29,P,Document;H6
I-Enumeration,"écrit,",12,612,1008,BCDGEE+ArialNarrow,0,0,0,212,230,906,916,11995,29,P,Document;H6
I-Enumeration,advenant,12,612,1008,BCDGEE+ArialNarrow,0,0,0,234,268,906,916,11995,29,P,Document;H6
I-Enumeration,la,12,612,1008,BCDJEE+ArialNarrow,0,0,0,272,278,906,916,11995,29,P,Document;H6
I-Enumeration,vente,12,612,1008,BCDJEE+ArialNarrow,0,0,0,282,302,906,916,11995,29,P,Document;H6
I-Enumeration,d’un,12,612,1008,BCDJEE+ArialNarrow,0,0,0,306,322,906,916,11995,29,P,Document;H6
I-Enumeration,immeuble,12,612,1008,BCDJEE+ArialNarrow,0,0,0,326,361,906,916,11995,29,P,Document;H6
I-Enumeration,alors,12,612,1008,BCDJEE+ArialNarrow,0,0,0,365,383,906,916,11995,29,P,Document;H6
I-Enumeration,que,12,612,1008,BCDJEE+ArialNarrow,0,0,0,387,401,906,916,11995,29,P,Document;H6
I-Enumeration,des,12,612,1008,BCDJEE+ArialNarrow,0,0,0,405,418,906,916,11995,29,P,Document;H6
I-Enumeration,travaux,12,612,1008,BCDJEE+ArialNarrow,0,0,0,422,449,906,916,11995,29,P,Document;H6
I-Enumeration,sont,12,612,1008,BCDJEE+ArialNarrow,0,0,0,453,468,906,916,11995,29,P,Document;H6
I-Enumeration,en,12,612,1008,BCDJEE+ArialNarrow,0,0,0,473,482,906,916,11995,29,P,Document;H6
I-Enumeration,cours.,12,612,1008,BCDJEE+ArialNarrow,0,0,0,486,508,906,916,11995,29,P,Document;H6
I-Enumeration,Une,12,612,1008,BCDJEE+ArialNarrow,0,0,0,512,527,906,916,11995,29,P,Document;H6
I-Enumeration,modification,12,612,1008,BCDGEE+ArialNarrow,0,0,0,132,175,918,928,12007,29,P,Document;H6
I-Enumeration,effectuée,12,612,1008,BCDGEE+ArialNarrow,0,0,0,178,212,918,928,12007,29,P,Document;H6
I-Enumeration,par,12,612,1008,BCDGEE+ArialNarrow,0,0,0,215,226,918,928,12007,29,P,Document;H6
I-Enumeration,le,12,612,1008,BCDGEE+ArialNarrow,0,0,0,229,235,918,928,12007,29,P,Document;H6
I-Enumeration,fonctionnaire,12,612,1008,BCDGEE+ArialNarrow,0,0,0,238,285,918,928,12007,29,P,Document;H6
I-Enumeration,désigné,12,612,1008,BCDGEE+ArialNarrow,0,0,0,288,317,918,928,12007,29,P,Document;H6
I-Enumeration,doit,12,612,1008,BCDGEE+ArialNarrow,0,0,0,319,333,918,928,12007,29,P,Document;H6
I-Enumeration,alors,12,612,1008,BCDGEE+ArialNarrow,0,0,0,335,353,918,928,12007,29,P,Document;H6
I-Enumeration,être,12,612,1008,BCDGEE+ArialNarrow,0,0,0,356,370,918,928,12007,29,P,Document;H6
I-Enumeration,apportée,12,612,1008,BCDGEE+ArialNarrow,0,0,0,373,405,918,928,12007,29,P,Document;H6
I-Enumeration,au,12,612,1008,BCDGEE+ArialNarrow,0,0,0,408,417,918,928,12007,29,P,Document;H6
I-Enumeration,permis,12,612,1008,BCDGEE+ArialNarrow,0,0,0,420,444,918,928,12007,29,P,Document;H6
I-Enumeration,de,12,612,1008,BCDGEE+ArialNarrow,0,0,0,447,456,918,928,12007,29,P,Document;H6
I-Enumeration,construction,12,612,1008,BCDGEE+ArialNarrow,0,0,0,459,503,918,928,12007,29,P,Document;H6
I-Enumeration,ou,12,612,1008,BCDGEE+ArialNarrow,0,0,0,506,515,918,928,12007,29,P,Document;H6
I-Enumeration,au,12,612,1008,BCDGEE+ArialNarrow,0,0,0,518,527,918,928,12007,29,P,Document;H6
B-Pied,12,12,612,1008,BCDGEE+ArialNarrow,0.498,0.498,0.498,520,527,965,973,12054,,Artifact,
B-Tete,Règlement,13,612,1008,BCDGEE+ArialNarrow,0.498,0.498,0.498,85,117,36,45,12134,,Artifact,
I-Tete,sur,13,612,1008,BCDGEE+ArialNarrow,0.498,0.498,0.498,119,128,36,45,12134,,Artifact,
I-Tete,les,13,612,1008,BCDGEE+ArialNarrow,0.498,0.498,0.498,130,138,36,45,12134,,Artifact,
I-Tete,permis,13,612,1008,BCDGEE+ArialNarrow,0.498,0.498,0.498,140,160,36,45,12134,,Artifact,
I-Tete,et,13,612,1008,BCDGEE+ArialNarrow,0.498,0.498,0.498,161,167,36,45,12134,,Artifact,
I-Tete,certificats,13,612,1008,BCDGEE+ArialNarrow,0.498,0.498,0.498,169,196,36,45,12134,,Artifact,
I-Tete,numéro,13,612,1008,BCDGEE+ArialNarrow,0.498,0.498,0.498,198,220,36,45,12134,,Artifact,
I-Tete,1314-2021-PC,13,612,1008,BCDGEE+ArialNarrow,0.498,0.498,0.498,222,265,36,45,12134,,Artifact,
I-Tete,Chapitre,13,612,1008,BCDGEE+ArialNarrow,0.498,0.498,0.498,317,342,36,45,12134,,Artifact,
I-Tete,1,13,612,1008,BCDGEE+ArialNarrow,0.498,0.498,0.498,344,347,36,45,12134,,Artifact,
I-Tete,–,13,612,1008,BCDJEE+ArialNarrow,0.498,0.498,0.498,349,353,36,45,12134,,Artifact,
I-Tete,Dispositions,13,612,1008,BCDGEE+ArialNarrow,0.498,0.498,0.498,355,390,36,45,12134,,Artifact,
I-Tete,"déclaratoires,",13,612,1008,BCDGEE+ArialNarrow,0.498,0.498,0.498,392,431,36,45,12134,,Artifact,
I-Tete,interprétatives,13,612,1008,BCDGEE+ArialNarrow,0.498,0.498,0.498,433,474,36,45,12134,,Artifact,
I-Tete,et,13,612,1008,BCDGEE+ArialNarrow,0.498,0.498,0.498,476,481,36,45,12134,,Artifact,
I-Tete,administratives,13,612,1008,BCDGEE+ArialNarrow,0.498,0.498,0.498,483,527,36,45,12134,,Artifact,
B-Enumeration,certificat,13,612,1008,BCDJEE+ArialNarrow,0,0,0,132,162,73,83,12171,0,P,Document;H6
I-Enumeration,d’autorisation,13,612,1008,BCDJEE+ArialNarrow,0,0,0,165,214,73,83,12171,0,P,Document;H6
I-Enumeration,dans,13,612,1008,BCDJEE+ArialNarrow,0,0,0,217,234,73,83,12171,0,P,Document;H6
I-Enumeration,lequel,13,612,1008,BCDJEE+ArialNarrow,0,0,0,237,259,73,83,12171,0,P,Document;H6
I-Enumeration,le,13,612,1008,BCDJEE+ArialNarrow,0,0,0,262,269,73,83,12171,0,P,Document;H6
I-Enumeration,nouveau,13,612,1008,BCDJEE+ArialNarrow,0,0,0,271,303,73,83,12171,0,P,Document;H6
I-Enumeration,propriétaire,13,612,1008,BCDJEE+ArialNarrow,0,0,0,306,347,73,83,12171,0,P,Document;H6
I-Enumeration,s’engage,13,612,1008,BCDJEE+ArialNarrow,0,0,0,350,384,73,83,12171,0,P,Document;H6
I-Enumeration,à,13,612,1008,BCDJEE+ArialNarrow,0,0,0,386,391,73,83,12171,0,P,Document;H6
I-Enumeration,respecter,13,612,1008,BCDJEE+ArialNarrow,0,0,0,394,428,73,83,12171,0,P,Document;H6
I-Enumeration,l’ensemble,13,612,1008,BCDJEE+ArialNarrow,0,0,0,431,470,73,83,12171,0,P,Document;H6
I-Enumeration,des,13,612,1008,BCDJEE+ArialNarrow,0,0,0,473,487,73,83,12171,0,P,Document;H6
I-Enumeration,clauses,13,612,1008,BCDJEE+ArialNarrow,0,0,0,490,517,73,83,12171,0,P,Document;H6
I-Enumeration,et,13,612,1008,BCDJEE+ArialNarrow,0,0,0,520,527,73,83,12171,0,P,Document;H6
I-Enumeration,conditions,13,612,1008,BCDJEE+ArialNarrow,0,0,0,132,168,85,95,12182,0,P,Document;H6
I-Enumeration,faisant,13,612,1008,BCDJEE+ArialNarrow,0,0,0,171,195,85,95,12182,0,P,Document;H6
I-Enumeration,partie,13,612,1008,BCDJEE+ArialNarrow,0,0,0,197,218,85,95,12182,0,P,Document;H6
I-Enumeration,intégrante,13,612,1008,BCDJEE+ArialNarrow,0,0,0,220,256,85,95,12182,0,P,Document;H6
I-Enumeration,dudit,13,612,1008,BCDJEE+ArialNarrow,0,0,0,258,276,85,95,12182,0,P,Document;H6
I-Enumeration,permis,13,612,1008,BCDJEE+ArialNarrow,0,0,0,278,303,85,95,12182,0,P,Document;H6
I-Enumeration,de,13,612,1008,BCDJEE+ArialNarrow,0,0,0,305,314,85,95,12182,0,P,Document;H6
I-Enumeration,construction,13,612,1008,BCDJEE+ArialNarrow,0,0,0,316,361,85,95,12182,0,P,Document;H6
I-Enumeration,ou,13,612,1008,BCDJEE+ArialNarrow,0,0,0,363,372,85,95,12182,0,P,Document;H6
I-Enumeration,certificat,13,612,1008,BCDJEE+ArialNarrow,0,0,0,374,405,85,95,12182,0,P,Document;H6
I-Enumeration,d’autorisation,13,612,1008,BCDJEE+ArialNarrow,0,0,0,407,456,85,95,12182,0,P,Document;H6
I-Enumeration,émis,13,612,1008,BCDJEE+ArialNarrow,0,0,0,458,475,85,95,12182,0,P,Document;H6
I-Enumeration,par,13,612,1008,BCDJEE+ArialNarrow,0,0,0,477,489,85,95,12182,0,P,Document;H6
I-Enumeration,la,13,612,1008,BCDJEE+ArialNarrow,0,0,0,491,498,85,95,12182,0,P,Document;H6
I-Enumeration,Ville,13,612,1008,BCDJEE+ArialNarrow,0,0,0,500,516,85,95,12182,0,P,Document;H6
I-Enumeration,au,13,612,1008,BCDJEE+ArialNarrow,0,0,0,518,527,85,95,12182,0,P,Document;H6
I-Enumeration,propriétaire,13,612,1008,BCDJEE+ArialNarrow,0,0,0,132,173,96,106,12194,0,P,Document;H6
I-Enumeration,ou,13,612,1008,BCDJEE+ArialNarrow,0,0,0,175,184,96,106,12194,0,P,Document;H6
I-Enumeration,requérant,13,612,1008,BCDJEE+ArialNarrow,0,0,0,186,221,96,106,12194,0,P,Document;H6
I-Enumeration,initial.,13,612,1008,BCDJEE+ArialNarrow,0,0,0,223,244,96,106,12194,0,P,Document;H6
I-Enumeration,Cet,13,612,1008,BCDJEE+ArialNarrow,0,0,0,247,259,96,106,12194,0,P,Document;H6
I-Enumeration,addenda,13,612,1008,BCDJEE+ArialNarrow,0,0,0,261,293,96,106,12194,0,P,Document;H6
I-Enumeration,n’a,13,612,1008,BCDJEE+ArialNarrow,0,0,0,295,306,96,106,12194,0,P,Document;H6
I-Enumeration,cependant,13,612,1008,BCDJEE+ArialNarrow,0,0,0,308,347,96,106,12194,0,P,Document;H6
I-Enumeration,pas,13,612,1008,BCDJEE+ArialNarrow,0,0,0,349,362,96,106,12194,0,P,Document;H6
I-Enumeration,pour,13,612,1008,BCDJEE+ArialNarrow,0,0,0,364,380,96,106,12194,0,P,Document;H6
I-Enumeration,effet,13,612,1008,BCDJEE+ArialNarrow,0,0,0,383,398,96,106,12194,0,P,Document;H6
I-Enumeration,de,13,612,1008,BCDJEE+ArialNarrow,0,0,0,401,410,96,106,12194,0,P,Document;H6
I-Enumeration,prolonger,13,612,1008,BCDJEE+ArialNarrow,0,0,0,412,446,96,106,12194,0,P,Document;H6
I-Enumeration,la,13,612,1008,BCDJEE+ArialNarrow,0,0,0,448,455,96,106,12194,0,P,Document;H6
I-Enumeration,durée,13,612,1008,BCDJEE+ArialNarrow,0,0,0,457,478,96,106,12194,0,P,Document;H6
I-Enumeration,du,13,612,1008,BCDJEE+ArialNarrow,0,0,0,480,489,96,106,12194,0,P,Document;H6
I-Enumeration,permis,13,612,1008,BCDJEE+ArialNarrow,0,0,0,491,516,96,106,12194,0,P,Document;H6
I-Enumeration,ou,13,612,1008,BCDJEE+ArialNarrow,0,0,0,518,527,96,106,12194,0,P,Document;H6
I-Enumeration,du,13,612,1008,BCDGEE+ArialNarrow,0,0,0,132,141,108,118,12205,0,P,Document;H6
I-Enumeration,certificat.,13,612,1008,BCDGEE+ArialNarrow,0,0,0,143,176,108,118,12205,0,P,Document;H6
B-Alinea,Ni,13,612,1008,BCDJEE+ArialNarrow,0,0,0,85,93,131,141,12229,1,P,Document;H5
I-Alinea,l'octroi,13,612,1008,BCDJEE+ArialNarrow,0,0,0,96,119,131,141,12229,1,P,Document;H5
I-Alinea,d'un,13,612,1008,BCDJEE+ArialNarrow,0,0,0,122,137,131,141,12229,1,P,Document;H5
I-Alinea,permis,13,612,1008,BCDJEE+ArialNarrow,0,0,0,140,165,131,141,12229,1,P,Document;H5
I-Alinea,ou,13,612,1008,BCDJEE+ArialNarrow,0,0,0,168,177,131,141,12229,1,P,Document;H5
I-Alinea,d’un,13,612,1008,BCDJEE+ArialNarrow,0,0,0,180,195,131,141,12229,1,P,Document;H5
I-Alinea,"certificat,",13,612,1008,BCDJEE+ArialNarrow,0,0,0,198,231,131,141,12229,1,P,Document;H5
I-Alinea,ni,13,612,1008,BCDJEE+ArialNarrow,0,0,0,234,241,131,141,12229,1,P,Document;H5
I-Alinea,l'approbation,13,612,1008,BCDJEE+ArialNarrow,0,0,0,244,290,131,141,12229,1,P,Document;H5
I-Alinea,des,13,612,1008,BCDJEE+ArialNarrow,0,0,0,293,307,131,141,12229,1,P,Document;H5
