sequence,segment,text,page,page_width,page_height,fontname,rgb,x0,x1,top,bottom,doctop,mcid,mctag,tagstack
O,B-Tete,7-1,121,612,792,ArialMT,#000,527,540,37,46,95077,,Artifact,
O,I-Alinea,normes,145,612,792,ArialMT,#000,130,169,201,213,114249,3,P,Document;P
O,I-Alinea,contenues,145,612,792,ArialMT,#000,172,225,201,213,114249,3,P,Document;P
O,I-Alinea,dans,145,612,792,ArialMT,#000,228,254,201,213,114249,3,P,Document;P
O,I-Alinea,ce,145,612,792,ArialMT,#000,257,269,201,213,114249,3,P,Document;P
O,I-Alinea,chapitre,145,612,792,ArialMT,#000,272,313,201,213,114249,3,P,Document;P
O,I-Alinea,s’appliquent,145,612,792,ArialMT,#000,316,378,201,213,114249,3,P,Document;P
O,I-Alinea,à,145,612,792,ArialMT,#000,381,388,201,213,114249,3,P,Document;P
O,I-Alinea,toutes,145,612,792,ArialMT,#000,391,422,201,213,114249,3,P,Document;P
O,I-Alinea,les,145,612,792,ArialMT,#000,425,440,201,213,114249,3,P,Document;P
O,I-Alinea,zones,145,612,792,ArialMT,#000,443,474,201,213,114249,3,P,Document;P
O,I-Alinea,sauf,145,612,792,ArialMT,#000,477,499,201,213,114249,3,P,Document;P
O,I-Alinea,lorsque,145,612,792,ArialMT,#000,503,540,201,213,114249,3,P,Document;P
O,I-Alinea,spécifiquement,145,612,792,ArialMT,#000,108,186,217,229,114265,3,P,Document;P
O,I-Alinea,mentionné.,145,612,792,ArialMT,#000,188,245,217,229,114265,3,P,Document;P
O,I-Alinea,L’autorisation,145,612,792,ArialMT,#000,247,315,217,229,114265,3,P,Document;P
O,I-Alinea,d’un,145,612,792,ArialMT,#000,318,339,217,229,114265,3,P,Document;P
O,I-Alinea,usage,145,612,792,ArialMT,#000,342,373,217,229,114265,3,P,Document;P
O,I-Alinea,principal,145,612,792,ArialMT,#000,376,418,217,229,114265,3,P,Document;P
O,I-Alinea,dans,145,612,792,ArialMT,#000,421,446,217,229,114265,3,P,Document;P
O,I-Alinea,une,145,612,792,ArialMT,#000,448,468,217,229,114265,3,P,Document;P
O,I-Alinea,zone,145,612,792,ArialMT,#000,470,495,217,229,114265,3,P,Document;P
O,I-Alinea,implique,145,612,792,ArialMT,#000,497,540,217,229,114265,3,P,Document;P
O,I-Alinea,que,145,612,792,ArialMT,#000,108,128,234,246,114282,3,P,Document;P
O,I-Alinea,tout,145,612,792,ArialMT,#000,131,150,234,246,114282,3,P,Document;P
O,I-Alinea,bâtiment,145,612,792,ArialMT,#000,153,198,234,246,114282,3,P,Document;P
O,I-Alinea,ou,145,612,792,ArialMT,#000,201,214,234,246,114282,3,P,Document;P
O,I-Alinea,usage,145,612,792,ArialMT,#000,217,249,234,246,114282,3,P,Document;P
O,I-Alinea,accessoire,145,612,792,ArialMT,#000,252,307,234,246,114282,3,P,Document;P
O,I-Alinea,est,145,612,792,ArialMT,#000,310,326,234,246,114282,3,P,Document;P
O,I-Alinea,également,145,612,792,ArialMT,#000,329,383,234,246,114282,3,P,Document;P
O,I-Alinea,"permis,",145,612,792,ArialMT,#000,386,424,234,246,114282,3,P,Document;P
O,I-Alinea,à,145,612,792,ArialMT,#000,427,434,234,246,114282,3,P,Document;P
O,I-Alinea,la,145,612,792,ArialMT,#000,437,446,234,246,114282,3,P,Document;P
O,I-Alinea,condition,145,612,792,ArialMT,#000,450,496,234,246,114282,3,P,Document;P
O,I-Alinea,qu’il,145,612,792,ArialMT,#000,499,519,234,246,114282,3,P,Document;P
O,I-Alinea,soit,145,612,792,ArialMT,#000,522,540,234,246,114282,3,P,Document;P
O,I-Alinea,sur,145,612,792,ArialMT,#000,108,124,251,263,114299,3,P,Document;P
O,I-Alinea,le,145,612,792,ArialMT,#000,126,136,251,263,114299,3,P,Document;P
O,I-Alinea,même,145,612,792,ArialMT,#000,138,170,251,263,114299,3,P,Document;P
O,I-Alinea,terrain,145,612,792,ArialMT,#000,173,205,251,263,114299,3,P,Document;P
O,I-Alinea,que,145,612,792,ArialMT,#000,208,227,251,263,114299,3,P,Document;P
O,I-Alinea,l’usage,145,612,792,ArialMT,#000,229,266,251,263,114299,3,P,Document;P
O,I-Alinea,principal.,145,612,792,ArialMT,#000,268,314,251,263,114299,3,P,Document;P
O,I-Alinea,Un,145,612,792,ArialMT,#000,316,331,251,263,114299,3,P,Document;P
O,I-Alinea,bâtiment,145,612,792,ArialMT,#000,334,378,251,263,114299,3,P,Document;P
O,I-Alinea,ou,145,612,792,ArialMT,#000,380,393,251,263,114299,3,P,Document;P
O,I-Alinea,un,145,612,792,ArialMT,#000,396,409,251,263,114299,3,P,Document;P
O,I-Alinea,usage,145,612,792,ArialMT,#000,411,443,251,263,114299,3,P,Document;P
O,I-Alinea,accessoire,145,612,792,ArialMT,#000,445,500,251,263,114299,3,P,Document;P
O,I-Alinea,ne,145,612,792,ArialMT,#000,502,515,251,263,114299,3,P,Document;P
O,I-Alinea,peut,145,612,792,ArialMT,#000,518,540,251,263,114299,3,P,Document;P
O,I-Alinea,devenir,145,612,792,ArialMT,#000,108,146,267,279,114315,3,P,Document;P
O,I-Alinea,un,145,612,792,ArialMT,#000,151,164,267,279,114315,3,P,Document;P
O,I-Alinea,bâtiment,145,612,792,ArialMT,#000,170,214,267,279,114315,3,P,Document;P
O,I-Alinea,ou,145,612,792,ArialMT,#000,219,232,267,279,114315,3,P,Document;P
O,I-Alinea,un,145,612,792,ArialMT,#000,237,250,267,279,114315,3,P,Document;P
O,I-Alinea,usage,145,612,792,ArialMT,#000,256,287,267,279,114315,3,P,Document;P
O,I-Alinea,principal,145,612,792,ArialMT,#000,293,335,267,279,114315,3,P,Document;P
O,I-Alinea,qu’en,145,612,792,ArialMT,#000,341,369,267,279,114315,3,P,Document;P
O,I-Alinea,conformité,145,612,792,ArialMT,#000,374,428,267,279,114315,3,P,Document;P
O,I-Alinea,avec,145,612,792,ArialMT,#000,433,458,267,279,114315,3,P,Document;P
O,I-Alinea,les,145,612,792,ArialMT,#000,463,478,267,279,114315,3,P,Document;P
O,I-Alinea,règlements,145,612,792,ArialMT,#000,483,540,267,279,114315,3,P,Document;P
O,I-Alinea,d’urbanisme.,145,612,792,ArialMT,#000,108,174,284,296,114332,3,P,Document;P
O,B-Article,119.,145,612,792,Arial-BoldMT,#000,72,96,312,324,114360,4,P,Document;H3
O,I-Article,(ABROGÉ),145,612,792,Arial-BoldMT,#000,107,168,312,324,114360,4,P,Document;H3
O,O,___________________________________________________,145,612,792,Arial-BoldMT,#000,72,287,328,336,114376,5,P,Document;P
B-Amendement,B-Alinea,"222-66-2021,",145,612,792,ArialMT,#000,72,117,337,345,114385,6,P,Document;P
I-Amendement,I-Alinea,a.,145,612,792,ArialMT,#000,119,125,337,345,114385,6,P,Document;P
I-Amendement,I-Alinea,132,145,612,792,ArialMT,#000,127,140,337,345,114385,6,P,Document;P
I-Amendement,I-Alinea,(2021),145,612,792,ArialMT,#000,141,163,337,345,114385,6,P,Document;P
O,B-Article,120.,145,612,792,Arial-BoldMT,#000,72,96,359,371,114407,7,P,Document;H3
O,I-Article,ARCHITECTURE,145,612,792,Arial-BoldMT,#000,107,202,359,371,114407,7,P,Document;H3
O,I-Article,DES,145,612,792,Arial-BoldMT,#000,205,230,359,371,114407,7,P,Document;H3
O,I-Article,BÂTIMENTS,145,612,792,Arial-BoldMT,#000,233,303,359,371,114407,7,P,Document;H3
O,I-Article,ET,145,612,792,Arial-BoldMT,#000,307,322,359,371,114407,7,P,Document;H3
O,I-Article,CONSTRUCTIONS,145,612,792,Arial-BoldMT,#000,325,430,359,371,114407,7,P,Document;H3
O,I-Article,ACCESSOIRES,145,612,792,Arial-BoldMT,#000,434,521,359,371,114407,7,P,Document;H3
O,B-Alinea,L’architecture,145,612,792,ArialMT,#000,108,177,382,394,114430,8,P,Document;P
O,I-Alinea,d’un,145,612,792,ArialMT,#000,180,203,382,394,114430,8,P,Document;P
O,I-Alinea,bâtiment,145,612,792,ArialMT,#000,206,250,382,394,114430,8,P,Document;P
O,I-Alinea,et,145,612,792,ArialMT,#000,254,264,382,394,114430,8,P,Document;P
O,I-Alinea,d’une,145,612,792,ArialMT,#000,267,296,382,394,114430,8,P,Document;P
O,I-Alinea,construction,145,612,792,ArialMT,#000,299,361,382,394,114430,8,P,Document;P
O,I-Alinea,accessoire,145,612,792,ArialMT,#000,365,420,382,394,114430,8,P,Document;P
O,I-Alinea,doit,145,612,792,ArialMT,#000,424,442,382,394,114430,8,P,Document;P
O,I-Alinea,s’harmoniser,145,612,792,ArialMT,#000,446,512,382,394,114430,8,P,Document;P
O,I-Alinea,avec,145,612,792,ArialMT,#000,516,540,382,394,114430,8,P,Document;P
O,I-Alinea,le,145,612,792,ArialMT,#000,108,117,398,410,114446,8,P,Document;P
O,I-Alinea,bâtiment,145,612,792,ArialMT,#000,120,164,398,410,114446,8,P,Document;P
O,I-Alinea,principal.,145,612,792,ArialMT,#000,167,213,398,410,114446,8,P,Document;P
O,O,___________________________________________________,145,612,792,Arial-BoldMT,#000,72,287,414,422,114462,9,P,Document;P
B-Amendement,B-Alinea,"222-66-2021,",145,612,792,ArialMT,#000,72,117,423,431,114471,10,P,Document;P
I-Amendement,I-Alinea,a.,145,612,792,ArialMT,#000,119,125,423,431,114471,10,P,Document;P
I-Amendement,I-Alinea,133,145,612,792,ArialMT,#000,127,140,423,431,114471,10,P,Document;P
I-Amendement,I-Alinea,(2021),145,612,792,ArialMT,#000,141,163,423,431,114471,10,P,Document;P
O,B-Article,121.,145,612,792,Arial-BoldMT,#000,72,96,445,457,114493,11,P,Document;H3
O,I-Article,FORME,145,612,792,Arial-BoldMT,#000,107,151,445,457,114493,11,P,Document;H3
O,I-Article,DU,145,612,792,Arial-BoldMT,#000,154,171,445,457,114493,11,P,Document;H3
O,I-Article,TOIT,145,612,792,Arial-BoldMT,#000,175,202,445,457,114493,11,P,Document;H3
O,B-Alinea,Tout,145,612,792,ArialMT,#000,108,131,468,480,114516,12,P,Document;P
O,I-Alinea,bâtiment,145,612,792,ArialMT,#000,137,181,468,480,114516,12,P,Document;P
O,I-Alinea,accessoire,145,612,792,ArialMT,#000,186,241,468,480,114516,12,P,Document;P
O,I-Alinea,doit,145,612,792,ArialMT,#000,247,265,468,480,114516,12,P,Document;P
O,I-Alinea,avoir,145,612,792,ArialMT,#000,271,296,468,480,114516,12,P,Document;P
O,I-Alinea,un,145,612,792,ArialMT,#000,301,314,468,480,114516,12,P,Document;P
O,I-Alinea,toit,145,612,792,ArialMT,#000,319,335,468,480,114516,12,P,Document;P
O,I-Alinea,à,145,612,792,ArialMT,#000,340,347,468,480,114516,12,P,Document;P
O,I-Alinea,pignon,145,612,792,ArialMT,#000,352,387,468,480,114516,12,P,Document;P
O,I-Alinea,ayant,145,612,792,ArialMT,#000,392,420,468,480,114516,12,P,Document;P
O,I-Alinea,un,145,612,792,ArialMT,#000,426,439,468,480,114516,12,P,Document;P
O,I-Alinea,minimum,145,612,792,ArialMT,#000,444,491,468,480,114516,12,P,Document;P
O,I-Alinea,de,145,612,792,ArialMT,#000,497,510,468,480,114516,12,P,Document;P
O,I-Alinea,deux,145,612,792,ArialMT,#000,515,540,468,480,114516,12,P,Document;P
O,I-Alinea,versants.,145,612,792,ArialMT,#000,108,155,484,496,114532,12,P,Document;P
O,B-Alinea,Malgré,145,612,792,ArialMT,#000,108,143,507,519,114555,13,P,Document;P
O,I-Alinea,les,145,612,792,ArialMT,#000,147,162,507,519,114555,13,P,Document;P
O,I-Alinea,dispositions,145,612,792,ArialMT,#000,165,225,507,519,114555,13,P,Document;P
O,I-Alinea,de,145,612,792,ArialMT,#000,229,242,507,519,114555,13,P,Document;P
O,I-Alinea,l’alinéa,145,612,792,ArialMT,#000,245,281,507,519,114555,13,P,Document;P
O,I-Alinea,"précédent,",145,612,792,ArialMT,#000,284,339,507,519,114555,13,P,Document;P
O,I-Alinea,les,145,612,792,ArialMT,#000,342,357,507,519,114555,13,P,Document;P
O,I-Alinea,abris,145,612,792,ArialMT,#000,360,385,507,519,114555,13,P,Document;P
O,I-Alinea,pour,145,612,792,ArialMT,#000,389,412,507,519,114555,13,P,Document;P
O,I-Alinea,bois,145,612,792,ArialMT,#000,416,437,507,519,114555,13,P,Document;P
O,I-Alinea,de,145,612,792,ArialMT,#000,440,453,507,519,114555,13,P,Document;P
O,I-Alinea,chauffage,145,612,792,ArialMT,#000,457,507,507,519,114555,13,P,Document;P
O,I-Alinea,isolés,145,612,792,ArialMT,#000,511,540,507,519,114555,13,P,Document;P
O,I-Alinea,ou,145,612,792,ArialMT,#000,108,121,524,536,114572,13,P,Document;P
O,I-Alinea,attenants,145,612,792,ArialMT,#000,125,172,524,536,114572,13,P,Document;P
O,I-Alinea,au,145,612,792,ArialMT,#000,176,189,524,536,114572,13,P,Document;P
O,I-Alinea,bâtiment,145,612,792,ArialMT,#000,192,237,524,536,114572,13,P,Document;P
O,I-Alinea,"principal,",145,612,792,ArialMT,#000,240,286,524,536,114572,13,P,Document;P
O,I-Alinea,à,145,612,792,ArialMT,#000,290,296,524,536,114572,13,P,Document;P
O,I-Alinea,un,145,612,792,ArialMT,#000,300,313,524,536,114572,13,P,Document;P
O,I-Alinea,cabanon,145,612,792,ArialMT,#000,317,361,524,536,114572,13,P,Document;P
O,I-Alinea,ou,145,612,792,ArialMT,#000,365,378,524,536,114572,13,P,Document;P
O,I-Alinea,à,145,612,792,ArialMT,#000,382,388,524,536,114572,13,P,Document;P
O,I-Alinea,un,145,612,792,ArialMT,#000,392,405,524,536,114572,13,P,Document;P
O,I-Alinea,"garage,",145,612,792,ArialMT,#000,409,448,524,536,114572,13,P,Document;P
O,I-Alinea,les,145,612,792,ArialMT,#000,451,466,524,536,114572,13,P,Document;P
O,I-Alinea,abris,145,612,792,ArialMT,#000,470,495,524,536,114572,13,P,Document;P
O,I-Alinea,pour,145,612,792,ArialMT,#000,498,522,524,536,114572,13,P,Document;P
O,I-Alinea,les,145,612,792,ArialMT,#000,525,540,524,536,114572,13,P,Document;P
O,I-Alinea,bacs,145,612,792,ArialMT,#000,108,133,540,552,114588,13,P,Document;P
O,I-Alinea,roulants,145,612,792,ArialMT,#000,138,178,540,552,114588,13,P,Document;P
O,I-Alinea,à,145,612,792,ArialMT,#000,183,190,540,552,114588,13,P,Document;P
O,I-Alinea,"déchets,",145,612,792,ArialMT,#000,195,238,540,552,114588,13,P,Document;P
O,I-Alinea,recyclage,145,612,792,ArialMT,#000,243,292,540,552,114588,13,P,Document;P
O,I-Alinea,et,145,612,792,ArialMT,#000,297,307,540,552,114588,13,P,Document;P
O,I-Alinea,matières,145,612,792,ArialMT,#000,312,356,540,552,114588,13,P,Document;P
O,I-Alinea,organiques,145,612,792,ArialMT,#000,361,418,540,552,114588,13,P,Document;P
O,I-Alinea,ainsi,145,612,792,ArialMT,#000,423,447,540,552,114588,13,P,Document;P
O,I-Alinea,qu’un,145,612,792,ArialMT,#000,451,480,540,552,114588,13,P,Document;P
O,I-Alinea,abri,145,612,792,ArialMT,#000,485,504,540,552,114588,13,P,Document;P
O,I-Alinea,d’auto,145,612,792,ArialMT,#000,509,540,540,552,114588,13,P,Document;P
O,I-Alinea,attenant,145,612,792,ArialMT,#000,108,150,557,569,114605,13,P,Document;P
O,I-Alinea,au,145,612,792,ArialMT,#000,154,167,557,569,114605,13,P,Document;P
O,I-Alinea,bâtiment,145,612,792,ArialMT,#000,171,215,557,569,114605,13,P,Document;P
O,I-Alinea,principal,145,612,792,ArialMT,#000,219,262,557,569,114605,13,P,Document;P
O,I-Alinea,ou,145,612,792,ArialMT,#000,266,279,557,569,114605,13,P,Document;P
O,I-Alinea,à,145,612,792,ArialMT,#000,283,290,557,569,114605,13,P,Document;P
O,I-Alinea,un,145,612,792,ArialMT,#000,294,307,557,569,114605,13,P,Document;P
O,I-Alinea,garage,145,612,792,ArialMT,#000,311,347,557,569,114605,13,P,Document;P
O,I-Alinea,peuvent,145,612,792,ArialMT,#000,351,393,557,569,114605,13,P,Document;P
O,I-Alinea,être,145,612,792,ArialMT,#000,397,417,557,569,114605,13,P,Document;P
O,I-Alinea,aménagés,145,612,792,ArialMT,#000,421,475,557,569,114605,13,P,Document;P
O,I-Alinea,comme,145,612,792,ArialMT,#000,479,517,557,569,114605,13,P,Document;P
O,I-Alinea,des,145,612,792,ArialMT,#000,521,540,557,569,114605,13,P,Document;P
O,I-Alinea,appentis,145,612,792,ArialMT,#000,108,152,573,585,114621,13,P,Document;P
O,I-Alinea,et,145,612,792,ArialMT,#000,155,164,573,585,114621,13,P,Document;P
O,I-Alinea,comporter,145,612,792,ArialMT,#000,167,219,573,585,114621,13,P,Document;P
O,I-Alinea,un,145,612,792,ArialMT,#000,222,235,573,585,114621,13,P,Document;P
O,I-Alinea,toit,145,612,792,ArialMT,#000,238,253,573,585,114621,13,P,Document;P
O,I-Alinea,à,145,612,792,ArialMT,#000,256,263,573,585,114621,13,P,Document;P
O,I-Alinea,un,145,612,792,ArialMT,#000,266,279,573,585,114621,13,P,Document;P
O,I-Alinea,seul,145,612,792,ArialMT,#000,282,303,573,585,114621,13,P,Document;P
O,I-Alinea,versant.,145,612,792,ArialMT,#000,306,347,573,585,114621,13,P,Document;P
O,B-Alinea,Les,145,612,792,ArialMT,#000,108,127,596,608,114644,14,P,Document;P
O,I-Alinea,bâtiments,145,612,792,ArialMT,#000,132,183,596,608,114644,14,P,Document;P
O,I-Alinea,et,145,612,792,ArialMT,#000,188,198,596,608,114644,14,P,Document;P
O,I-Alinea,constructions,145,612,792,ArialMT,#000,203,271,596,608,114644,14,P,Document;P
O,I-Alinea,accessoires,145,612,792,ArialMT,#000,277,338,596,608,114644,14,P,Document;P
O,I-Alinea,à,145,612,792,ArialMT,#000,343,350,596,608,114644,14,P,Document;P
O,I-Alinea,toit,145,612,792,ArialMT,#000,355,370,596,608,114644,14,P,Document;P
O,I-Alinea,plat,145,612,792,ArialMT,#000,376,395,596,608,114644,14,P,Document;P
O,I-Alinea,sont,145,612,792,ArialMT,#000,400,422,596,608,114644,14,P,Document;P
O,I-Alinea,autorisés,145,612,792,ArialMT,#000,428,474,596,608,114644,14,P,Document;P
O,I-Alinea,uniquement,145,612,792,ArialMT,#000,480,540,596,608,114644,14,P,Document;P
O,I-Alinea,lorsque,145,612,792,ArialMT,#000,108,146,612,624,114660,14,P,Document;P
O,I-Alinea,le,145,612,792,ArialMT,#000,149,158,612,624,114660,14,P,Document;P
O,I-Alinea,bâtiment,145,612,792,ArialMT,#000,161,206,612,624,114660,14,P,Document;P
O,I-Alinea,principal,145,612,792,ArialMT,#000,209,251,612,624,114660,14,P,Document;P
O,I-Alinea,est,145,612,792,ArialMT,#000,254,270,612,624,114660,14,P,Document;P
O,I-Alinea,muni,145,612,792,ArialMT,#000,273,298,612,624,114660,14,P,Document;P
O,I-Alinea,d’un,145,612,792,ArialMT,#000,301,323,612,624,114660,14,P,Document;P
O,I-Alinea,tel,145,612,792,ArialMT,#000,326,339,612,624,114660,14,P,Document;P
O,I-Alinea,toit,145,612,792,ArialMT,#000,342,357,612,624,114660,14,P,Document;P
O,I-Alinea,sur,145,612,792,ArialMT,#000,360,376,612,624,114660,14,P,Document;P
O,I-Alinea,une,145,612,792,ArialMT,#000,379,399,612,624,114660,14,P,Document;P
O,I-Alinea,proportion,145,612,792,ArialMT,#000,402,454,612,624,114660,14,P,Document;P
O,I-Alinea,de,145,612,792,ArialMT,#000,457,470,612,624,114660,14,P,Document;P
O,I-Alinea,plus,145,612,792,ArialMT,#000,473,494,612,624,114660,14,P,Document;P
O,I-Alinea,de,145,612,792,ArialMT,#000,497,510,612,624,114660,14,P,Document;P
O,I-Alinea,50,145,612,792,ArialMT,#000,514,527,612,624,114660,14,P,Document;P
O,I-Alinea,%,145,612,792,ArialMT,#000,530,540,612,624,114660,14,P,Document;P
O,I-Alinea,de,145,612,792,ArialMT,#000,108,121,629,641,114677,14,P,Document;P
O,I-Alinea,sa,145,612,792,ArialMT,#000,124,136,629,641,114677,14,P,Document;P
O,I-Alinea,superficie.,145,612,792,ArialMT,#000,139,192,629,641,114677,14,P,Document;P
O,B-Pied,Codification,145,612,792,ArialMT,#000,72,114,732,740,114780,,Artifact,
O,I-Pied,administrative,145,612,792,ArialMT,#000,116,165,732,740,114780,,Artifact,
O,I-Pied,:,145,612,792,ArialMT,#000,168,170,732,740,114780,,Artifact,
O,I-Pied,21,145,612,792,ArialMT,#000,172,181,732,740,114780,,Artifact,
O,I-Pied,août,145,612,792,ArialMT,#000,183,199,732,740,114780,,Artifact,
O,I-Pied,2023,145,612,792,ArialMT,#000,201,219,732,740,114780,,Artifact,
O,I-Pied,Ville,145,612,792,Arial-BoldMT,#000,456,473,732,740,114780,,Artifact,
O,I-Pied,de,145,612,792,Arial-BoldMT,#000,475,484,732,740,114780,,Artifact,
O,I-Pied,Saint-Sauveur,145,612,792,Arial-BoldMT,#000,486,540,732,740,114780,,Artifact,
O,I-Pied,Règlement,145,612,792,ArialMT,#000,396,435,741,749,114789,,Artifact,
O,I-Pied,de,145,612,792,ArialMT,#000,437,446,741,749,114789,,Artifact,
O,I-Pied,zonage,145,612,792,ArialMT,#000,448,475,741,749,114789,,Artifact,
O,I-Pied,numéro,145,612,792,ArialMT,#000,477,504,741,749,114789,,Artifact,
O,I-Pied,222-2008,145,612,792,ArialMT,#000,506,540,741,749,114789,,Artifact,
O,I-Pied,Chapitre,145,612,792,ArialMT,#000,339,369,750,758,114798,,Artifact,
O,I-Pied,8,145,612,792,ArialMT,#000,372,376,750,758,114798,,Artifact,
O,I-Pied,:,145,612,792,ArialMT,#000,378,381,750,758,114798,,Artifact,
O,I-Pied,Dispositions,145,612,792,ArialMT,#000,383,426,750,758,114798,,Artifact,
O,I-Pied,relatives,145,612,792,ArialMT,#000,428,458,750,758,114798,,Artifact,
O,I-Pied,aux,145,612,792,ArialMT,#000,460,473,750,758,114798,,Artifact,
O,I-Pied,"usages,",145,612,792,ArialMT,#000,475,503,750,758,114798,,Artifact,
O,I-Pied,bâtiments,145,612,792,ArialMT,#000,505,540,750,758,114798,,Artifact,
O,I-Pied,et,145,612,792,ArialMT,#000,440,446,760,768,114808,,Artifact,
O,I-Pied,constructions,145,612,792,ArialMT,#000,449,496,760,768,114808,,Artifact,
O,I-Pied,accessoires,145,612,792,ArialMT,#000,498,540,760,768,114808,,Artifact,
O,B-Tete,9-1,199,612,792,ArialMT,#000,527,540,37,46,156853,,Artifact,
O,B-Chapitre,CHAPITRE,199,612,792,Arial-BoldMT,#000,291,363,74,88,156890,0,P,Document;H1
O,I-Chapitre,9,199,612,792,Arial-BoldMT,#000,367,375,74,88,156890,0,P,Document;H1
O,B-Chapitre,9,199,612,792,Arial-BoldMT,#fff,273,274,84,85,156900,0,P,Document;H1
O,I-Chapitre,DISPOSITIONS,199,612,792,Arial-BoldMT,#000,135,235,93,107,156909,0,P,Document;H1
O,I-Chapitre,RELATIVES,199,612,792,Arial-BoldMT,#000,239,317,93,107,156909,0,P,Document;H1
O,I-Chapitre,AUX,199,612,792,Arial-BoldMT,#000,321,350,93,107,156909,0,P,Document;H1
O,I-Chapitre,ACCÈS,199,612,792,Arial-BoldMT,#000,355,403,93,107,156909,0,P,Document;H1
O,I-Chapitre,AU,199,612,792,Arial-BoldMT,#000,407,427,93,107,156909,0,P,Document;H1
O,I-Chapitre,"TERRAIN,",199,612,792,Arial-BoldMT,#000,431,497,93,107,156909,0,P,Document;H1
O,I-Chapitre,AUX,199,612,792,Arial-BoldMT,#000,502,531,93,107,156909,0,P,Document;H1
O,I-Chapitre,ALLÉES,199,612,792,Arial-BoldMT,#000,147,202,113,127,156929,0,P,Document;H1
O,I-Chapitre,D’ACCÈS,199,612,792,Arial-BoldMT,#000,206,269,113,127,156929,0,P,Document;H1
O,I-Chapitre,ET,199,612,792,Arial-BoldMT,#000,273,291,113,127,156929,0,P,Document;H1
O,I-Chapitre,AUX,199,612,792,Arial-BoldMT,#000,295,324,113,127,156929,0,P,Document;H1
O,I-Chapitre,AIRES,199,612,792,Arial-BoldMT,#000,328,371,113,127,156929,0,P,Document;H1
O,I-Chapitre,DE,199,612,792,Arial-BoldMT,#000,375,394,113,127,156929,0,P,Document;H1
O,I-Chapitre,STATIONNEMENT,199,612,792,Arial-BoldMT,#000,398,519,113,127,156929,0,P,Document;H1
O,I-Chapitre,HORS,199,612,792,Arial-BoldMT,#000,296,337,132,146,156948,0,P,Document;H1
O,I-Chapitre,RUE,199,612,792,Arial-BoldMT,#000,340,370,132,146,156948,0,P,Document;H1
O,O,___________________________________________________,199,612,792,Arial-BoldMT,#000,72,287,151,159,156967,1,P,Document;P
B-Amendement,B-Alinea,"222-66-2021,",199,612,792,ArialMT,#000,72,117,160,168,156976,2,P,Document;P
I-Amendement,I-Alinea,a.,199,612,792,ArialMT,#000,119,125,160,168,156976,2,P,Document;P
I-Amendement,I-Alinea,202,199,612,792,ArialMT,#000,127,140,160,168,156976,2,P,Document;P
I-Amendement,I-Alinea,(2021),199,612,792,ArialMT,#000,141,163,160,168,156976,2,P,Document;P
O,B-Section,SECTION,199,612,792,ArialMT,#000,90,142,181,193,156997,3,P,Document;H2
O,I-Section,1,199,612,792,ArialMT,#000,145,152,181,193,156997,3,P,Document;H2
O,I-Section,:,199,612,792,ArialMT,#000,155,158,181,193,156997,3,P,Document;H2
O,I-Section,DISPOSITIONS,199,612,792,ArialMT,#000,161,243,181,193,156997,3,P,Document;H2
O,I-Section,GÉNÉRALES,199,612,792,ArialMT,#000,246,317,181,193,156997,3,P,Document;H2
O,I-Section,APPLICABLES,199,612,792,ArialMT,#000,320,399,181,193,156997,3,P,Document;H2
O,I-Section,À,199,612,792,ArialMT,#000,402,410,181,193,156997,3,P,Document;H2
O,I-Section,TOUS,199,612,792,ArialMT,#000,413,445,181,193,156997,3,P,Document;H2
O,I-Section,LES,199,612,792,ArialMT,#000,448,471,181,193,156997,3,P,Document;H2
O,I-Section,USAGES,199,612,792,ArialMT,#000,473,522,181,193,156997,3,P,Document;H2
O,B-Article,145.,199,612,792,Arial-BoldMT,#000,72,96,210,222,157026,4,P,Document;H3
O,I-Article,NÉCESSITÉ,199,612,792,Arial-BoldMT,#000,107,176,210,222,157026,4,P,Document;H3
O,I-Article,ET,199,612,792,Arial-BoldMT,#000,179,194,210,222,157026,4,P,Document;H3
O,I-Article,MAINTIEN,199,612,792,Arial-BoldMT,#000,197,256,210,222,157026,4,P,Document;H3
O,I-Article,D’UNE,199,612,792,Arial-BoldMT,#000,259,296,210,222,157026,4,P,Document;H3
O,I-Article,AIRE,199,612,792,Arial-BoldMT,#000,300,328,210,222,157026,4,P,Document;H3
O,I-Article,DE,199,612,792,Arial-BoldMT,#000,331,348,210,222,157026,4,P,Document;H3
O,I-Article,STATIONNEMENT,199,612,792,Arial-BoldMT,#000,351,455,210,222,157026,4,P,Document;H3
O,I-Article,HORS,199,612,792,Arial-BoldMT,#000,458,493,210,222,157026,4,P,Document;H3
O,I-Article,RUE,199,612,792,Arial-BoldMT,#000,496,522,210,222,157026,4,P,Document;H3
O,B-Alinea,À,199,612,792,ArialMT,#000,107,115,239,251,157055,5,P,Document;P
O,I-Alinea,moins,199,612,792,ArialMT,#000,120,152,239,251,157055,5,P,Document;P
O,I-Alinea,d’indication,199,612,792,ArialMT,#000,156,216,239,251,157055,5,P,Document;P
O,I-Alinea,"contraire,",199,612,792,ArialMT,#000,220,270,239,251,157055,5,P,Document;P
O,I-Alinea,les,199,612,792,ArialMT,#000,275,290,239,251,157055,5,P,Document;P
O,I-Alinea,dispositions,199,612,792,ArialMT,#000,294,357,239,251,157055,5,P,Document;P
