sequence,segment,text,page,page_width,page_height,fontname,rgb,x0,x1,top,bottom,doctop,mcid,mctag,tagstack
O,I-Alinea,"règlement,",7,612,792,ArialMT,#000,268,323,96,108,4848,1,P,Document;P
O,I-Alinea,à,7,612,792,ArialMT,#000,326,332,96,108,4848,1,P,Document;P
O,I-Alinea,moins,7,612,792,ArialMT,#000,335,366,96,108,4848,1,P,Document;P
O,I-Alinea,que,7,612,792,ArialMT,#000,369,389,96,108,4848,1,P,Document;P
O,I-Alinea,le,7,612,792,ArialMT,#000,392,401,96,108,4848,1,P,Document;P
O,I-Alinea,contexte,7,612,792,ArialMT,#000,404,448,96,108,4848,1,P,Document;P
O,I-Alinea,n’indique,7,612,792,ArialMT,#000,451,497,96,108,4848,1,P,Document;P
O,I-Alinea,un,7,612,792,ArialMT,#000,500,513,96,108,4848,1,P,Document;P
O,I-Alinea,sens,7,612,792,ArialMT,#000,516,540,96,108,4848,1,P,Document;P
O,I-Alinea,"différent,",7,612,792,ArialMT,#000,108,153,113,125,4865,1,P,Document;P
O,I-Alinea,tout,7,612,792,ArialMT,#000,159,178,113,125,4865,1,P,Document;P
O,I-Alinea,mot,7,612,792,ArialMT,#000,185,204,113,125,4865,1,P,Document;P
O,I-Alinea,ou,7,612,792,ArialMT,#000,211,224,113,125,4865,1,P,Document;P
O,I-Alinea,expression,7,612,792,ArialMT,#000,230,286,113,125,4865,1,P,Document;P
O,I-Alinea,a,7,612,792,ArialMT,#000,293,300,113,125,4865,1,P,Document;P
O,I-Alinea,le,7,612,792,ArialMT,#000,306,315,113,125,4865,1,P,Document;P
O,I-Alinea,sens,7,612,792,ArialMT,#000,322,346,113,125,4865,1,P,Document;P
O,I-Alinea,qui,7,612,792,ArialMT,#000,353,368,113,125,4865,1,P,Document;P
O,I-Alinea,lui,7,612,792,ArialMT,#000,375,386,113,125,4865,1,P,Document;P
O,I-Alinea,est,7,612,792,ArialMT,#000,393,409,113,125,4865,1,P,Document;P
O,I-Alinea,attribué,7,612,792,ArialMT,#000,415,454,113,125,4865,1,P,Document;P
O,I-Alinea,au,7,612,792,ArialMT,#000,460,473,113,125,4865,1,P,Document;P
O,I-Alinea,chapitre,7,612,792,ArialMT,#000,480,521,113,125,4865,1,P,Document;P
O,I-Alinea,de,7,612,792,ArialMT,#000,527,540,113,125,4865,1,P,Document;P
O,I-Alinea,terminologie,7,612,792,ArialMT,#000,108,171,130,142,4882,1,P,Document;P
O,I-Alinea,du,7,612,792,ArialMT,#000,174,187,130,142,4882,1,P,Document;P
O,I-Alinea,règlement,7,612,792,ArialMT,#000,191,242,130,142,4882,1,P,Document;P
O,I-Alinea,de,7,612,792,ArialMT,#000,245,258,130,142,4882,1,P,Document;P
O,I-Alinea,zonage,7,612,792,ArialMT,#000,262,300,130,142,4882,1,P,Document;P
O,I-Alinea,en,7,612,792,ArialMT,#000,303,316,130,142,4882,1,P,Document;P
O,I-Alinea,vigueur.,7,612,792,ArialMT,#000,320,361,130,142,4882,1,P,Document;P
O,I-Alinea,Si,7,612,792,ArialMT,#000,364,375,130,142,4882,1,P,Document;P
O,I-Alinea,un,7,612,792,ArialMT,#000,378,391,130,142,4882,1,P,Document;P
O,I-Alinea,mot,7,612,792,ArialMT,#000,395,414,130,142,4882,1,P,Document;P
O,I-Alinea,ou,7,612,792,ArialMT,#000,418,431,130,142,4882,1,P,Document;P
O,I-Alinea,une,7,612,792,ArialMT,#000,434,453,130,142,4882,1,P,Document;P
O,I-Alinea,expression,7,612,792,ArialMT,#000,457,513,130,142,4882,1,P,Document;P
O,I-Alinea,n’est,7,612,792,ArialMT,#000,516,540,130,142,4882,1,P,Document;P
O,I-Alinea,pas,7,612,792,ArialMT,#000,108,127,146,158,4898,1,P,Document;P
O,I-Alinea,spécifiquement,7,612,792,ArialMT,#000,129,207,146,158,4898,1,P,Document;P
O,I-Alinea,défini,7,612,792,ArialMT,#000,209,236,146,158,4898,1,P,Document;P
O,I-Alinea,au,7,612,792,ArialMT,#000,239,252,146,158,4898,1,P,Document;P
O,I-Alinea,règlement,7,612,792,ArialMT,#000,254,306,146,158,4898,1,P,Document;P
O,I-Alinea,de,7,612,792,ArialMT,#000,308,321,146,158,4898,1,P,Document;P
O,I-Alinea,"zonage,",7,612,792,ArialMT,#000,323,364,146,158,4898,1,P,Document;P
O,I-Alinea,il,7,612,792,ArialMT,#000,367,372,146,158,4898,1,P,Document;P
O,I-Alinea,s’entend,7,612,792,ArialMT,#000,374,418,146,158,4898,1,P,Document;P
O,I-Alinea,dans,7,612,792,ArialMT,#000,420,445,146,158,4898,1,P,Document;P
O,I-Alinea,son,7,612,792,ArialMT,#000,448,466,146,158,4898,1,P,Document;P
O,I-Alinea,sens,7,612,792,ArialMT,#000,469,493,146,158,4898,1,P,Document;P
O,I-Alinea,commun,7,612,792,ArialMT,#000,496,540,146,158,4898,1,P,Document;P
O,I-Alinea,défini,7,612,792,ArialMT,#000,108,136,163,175,4915,1,P,Document;P
O,I-Alinea,au,7,612,792,ArialMT,#000,138,151,163,175,4915,1,P,Document;P
O,I-Alinea,dictionnaire.,7,612,792,ArialMT,#000,154,216,163,175,4915,1,P,Document;P
O,B-Pied,Codification,7,612,792,ArialMT,#000,72,114,732,740,5484,,Artifact,
O,I-Pied,administrative,7,612,792,ArialMT,#000,116,165,732,740,5484,,Artifact,
O,I-Pied,:,7,612,792,ArialMT,#000,168,170,732,740,5484,,Artifact,
O,I-Pied,18,7,612,792,ArialMT,#000,172,181,732,740,5484,,Artifact,
O,I-Pied,septembre,7,612,792,ArialMT,#000,183,221,732,740,5484,,Artifact,
O,I-Pied,2023,7,612,792,ArialMT,#000,223,241,732,740,5484,,Artifact,
O,I-Pied,Ville,7,612,792,Arial-BoldMT,#000,456,473,732,740,5484,,Artifact,
O,I-Pied,de,7,612,792,Arial-BoldMT,#000,475,484,732,740,5484,,Artifact,
O,I-Pied,Saint-Sauveur,7,612,792,Arial-BoldMT,#000,486,540,732,740,5484,,Artifact,
B-Titre,I-Pied,Règlement,7,612,792,ArialMT,#000,361,400,741,749,5493,,Artifact,
I-Titre,I-Pied,relatif,7,612,792,ArialMT,#000,402,422,741,749,5493,,Artifact,
I-Titre,I-Pied,aux,7,612,792,ArialMT,#000,424,437,741,749,5493,,Artifact,
I-Titre,I-Pied,conditions,7,612,792,ArialMT,#000,439,475,741,749,5493,,Artifact,
I-Titre,I-Pied,de,7,612,792,ArialMT,#000,477,486,741,749,5493,,Artifact,
I-Titre,I-Pied,délivrance,7,612,792,ArialMT,#000,488,525,741,749,5493,,Artifact,
I-Titre,I-Pied,des,7,612,792,ArialMT,#000,527,540,741,749,5493,,Artifact,
I-Titre,I-Pied,permis,7,612,792,ArialMT,#000,394,418,750,758,5502,,Artifact,
I-Titre,I-Pied,de,7,612,792,ArialMT,#000,421,429,750,758,5502,,Artifact,
I-Titre,I-Pied,construction,7,612,792,ArialMT,#000,432,475,750,758,5502,,Artifact,
I-Titre,I-Pied,numéro,7,612,792,ArialMT,#000,477,504,750,758,5502,,Artifact,
I-Titre,I-Pied,227-2008,7,612,792,ArialMT,#000,506,540,750,758,5502,,Artifact,
O,I-Pied,Chapitre,7,612,792,ArialMT,#000,286,316,760,768,5512,,Artifact,
O,I-Pied,1,7,612,792,ArialMT,#000,319,323,760,768,5512,,Artifact,
O,I-Pied,:,7,612,792,ArialMT,#000,325,328,760,768,5512,,Artifact,
O,I-Pied,Dispositions,7,612,792,ArialMT,#000,330,373,760,768,5512,,Artifact,
O,I-Pied,"déclaratoires,",7,612,792,ArialMT,#000,375,423,760,768,5512,,Artifact,
O,I-Pied,interprétatives,7,612,792,ArialMT,#000,425,475,760,768,5512,,Artifact,
O,I-Pied,et,7,612,792,ArialMT,#000,478,484,760,768,5512,,Artifact,
O,I-Pied,administratives,7,612,792,ArialMT,#000,487,540,760,768,5512,,Artifact,
O,B-Tete,2-2,10,612,792,TimesNewRomanPSMT,#000,72,88,37,49,7165,,Artifact,
O,B-Liste,2°,10,612,792,ArialMT,#000,108,119,74,86,7202,0,P,Document;P
O,I-Liste,Pour,10,612,792,ArialMT,#000,136,161,74,86,7202,0,P,Document;P
O,I-Liste,un,10,612,792,ArialMT,#000,166,179,74,86,7202,0,P,Document;P
O,I-Liste,bâtiment,10,612,792,ArialMT,#000,185,229,74,86,7202,0,P,Document;P
O,I-Liste,principal,10,612,792,ArialMT,#000,234,277,74,86,7202,0,P,Document;P
O,I-Liste,ayant,10,612,792,ArialMT,#000,283,311,74,86,7202,0,P,Document;P
O,I-Liste,perdu,10,612,792,ArialMT,#000,317,346,74,86,7202,0,P,Document;P
O,I-Liste,50,10,612,792,ArialMT,#000,352,365,74,86,7202,0,P,Document;P
O,I-Liste,%,10,612,792,ArialMT,#000,370,381,74,86,7202,0,P,Document;P
O,I-Liste,ou,10,612,792,ArialMT,#000,387,400,74,86,7202,0,P,Document;P
O,I-Liste,plus,10,612,792,ArialMT,#000,405,427,74,86,7202,0,P,Document;P
O,I-Liste,de,10,612,792,ArialMT,#000,432,445,74,86,7202,0,P,Document;P
O,I-Liste,la,10,612,792,ArialMT,#000,451,460,74,86,7202,0,P,Document;P
O,I-Liste,valeur,10,612,792,ArialMT,#000,465,497,74,86,7202,0,P,Document;P
O,I-Liste,au,10,612,792,ArialMT,#000,502,515,74,86,7202,0,P,Document;P
O,I-Liste,rôle,10,612,792,ArialMT,#000,521,540,74,86,7202,0,P,Document;P
O,I-Liste,d’évaluation,10,612,792,ArialMT,#000,136,197,90,102,7218,0,P,Document;P
O,I-Liste,à,10,612,792,ArialMT,#000,202,208,90,102,7218,0,P,Document;P
O,I-Liste,la,10,612,792,ArialMT,#000,213,222,90,102,7218,0,P,Document;P
O,I-Liste,suite,10,612,792,ArialMT,#000,226,251,90,102,7218,0,P,Document;P
O,I-Liste,d’un,10,612,792,ArialMT,#000,255,277,90,102,7218,0,P,Document;P
O,I-Liste,"sinistre,",10,612,792,ArialMT,#000,281,321,90,102,7218,0,P,Document;P
O,I-Liste,lorsque,10,612,792,ArialMT,#000,325,363,90,102,7218,0,P,Document;P
O,I-Liste,la,10,612,792,ArialMT,#000,368,377,90,102,7218,0,P,Document;P
O,I-Liste,reconstruction,10,612,792,ArialMT,#000,381,453,90,102,7218,0,P,Document;P
O,I-Liste,débute,10,612,792,ArialMT,#000,458,493,90,102,7218,0,P,Document;P
O,I-Liste,dans,10,612,792,ArialMT,#000,498,523,90,102,7218,0,P,Document;P
O,I-Liste,un,10,612,792,ArialMT,#000,527,540,90,102,7218,0,P,Document;P
O,I-Liste,délai,10,612,792,ArialMT,#000,136,160,107,119,7235,0,P,Document;P
O,I-Liste,de,10,612,792,ArialMT,#000,163,176,107,119,7235,0,P,Document;P
O,I-Liste,moins,10,612,792,ArialMT,#000,179,210,107,119,7235,0,P,Document;P
O,I-Liste,de,10,612,792,ArialMT,#000,213,226,107,119,7235,0,P,Document;P
O,I-Liste,2,10,612,792,ArialMT,#000,229,236,107,119,7235,0,P,Document;P
O,I-Liste,ans,10,612,792,ArialMT,#000,238,257,107,119,7235,0,P,Document;P
O,I-Liste,suivant,10,612,792,ArialMT,#000,260,297,107,119,7235,0,P,Document;P
O,I-Liste,le,10,612,792,ArialMT,#000,299,308,107,119,7235,0,P,Document;P
O,I-Liste,sinistre.,10,612,792,ArialMT,#000,311,351,107,119,7235,0,P,Document;P
O,B-Alinea,Dans,10,612,792,ArialMT,#000,108,135,136,148,7264,1,P,Document;P
O,I-Alinea,le,10,612,792,ArialMT,#000,139,148,136,148,7264,1,P,Document;P
O,I-Alinea,cas,10,612,792,ArialMT,#000,151,169,136,148,7264,1,P,Document;P
O,I-Alinea,où,10,612,792,ArialMT,#000,173,186,136,148,7264,1,P,Document;P
O,I-Alinea,le,10,612,792,ArialMT,#000,189,198,136,148,7264,1,P,Document;P
O,I-Alinea,lot,10,612,792,ArialMT,#000,202,214,136,148,7264,1,P,Document;P
O,I-Alinea,résultant,10,612,792,ArialMT,#000,217,261,136,148,7264,1,P,Document;P
O,I-Alinea,de,10,612,792,ArialMT,#000,265,278,136,148,7264,1,P,Document;P
O,I-Alinea,la,10,612,792,ArialMT,#000,281,290,136,148,7264,1,P,Document;P
O,I-Alinea,rénovation,10,612,792,ArialMT,#000,294,348,136,148,7264,1,P,Document;P
O,I-Alinea,cadastrale,10,612,792,ArialMT,#000,351,404,136,148,7264,1,P,Document;P
O,I-Alinea,provient,10,612,792,ArialMT,#000,407,448,136,148,7264,1,P,Document;P
O,I-Alinea,du,10,612,792,ArialMT,#000,452,465,136,148,7264,1,P,Document;P
O,I-Alinea,regroupement,10,612,792,ArialMT,#000,468,540,136,148,7264,1,P,Document;P
O,I-Alinea,d’un,10,612,792,ArialMT,#000,108,130,152,164,7280,1,P,Document;P
O,I-Alinea,terrain,10,612,792,ArialMT,#000,132,165,152,164,7280,1,P,Document;P
O,I-Alinea,qui,10,612,792,ArialMT,#000,167,183,152,164,7280,1,P,Document;P
O,I-Alinea,formait,10,612,792,ArialMT,#000,185,220,152,164,7280,1,P,Document;P
O,I-Alinea,un,10,612,792,ArialMT,#000,223,236,152,164,7280,1,P,Document;P
O,I-Alinea,lot,10,612,792,ArialMT,#000,238,250,152,164,7280,1,P,Document;P
O,I-Alinea,distinct,10,612,792,ArialMT,#000,253,288,152,164,7280,1,P,Document;P
O,I-Alinea,au,10,612,792,ArialMT,#000,291,304,152,164,7280,1,P,Document;P
O,I-Alinea,cadastre,10,612,792,ArialMT,#000,306,350,152,164,7280,1,P,Document;P
O,I-Alinea,avant,10,612,792,ArialMT,#000,353,381,152,164,7280,1,P,Document;P
O,I-Alinea,la,10,612,792,ArialMT,#000,383,392,152,164,7280,1,P,Document;P
O,I-Alinea,rénovation,10,612,792,ArialMT,#000,395,449,152,164,7280,1,P,Document;P
O,I-Alinea,cadastrale,10,612,792,ArialMT,#000,451,504,152,164,7280,1,P,Document;P
O,I-Alinea,et,10,612,792,ArialMT,#000,506,516,152,164,7280,1,P,Document;P
O,I-Alinea,d’un,10,612,792,ArialMT,#000,519,540,152,164,7280,1,P,Document;P
O,I-Alinea,terrain,10,612,792,ArialMT,#000,108,141,169,181,7297,1,P,Document;P
O,I-Alinea,visé,10,612,792,ArialMT,#000,144,164,169,181,7297,1,P,Document;P
O,I-Alinea,par,10,612,792,ArialMT,#000,167,184,169,181,7297,1,P,Document;P
O,I-Alinea,le,10,612,792,ArialMT,#000,187,196,169,181,7297,1,P,Document;P
O,I-Alinea,paragraphe,10,612,792,ArialMT,#000,199,258,169,181,7297,1,P,Document;P
O,I-Alinea,précédent,10,612,792,ArialMT,#000,261,312,169,181,7297,1,P,Document;P
O,I-Alinea,du,10,612,792,ArialMT,#000,315,328,169,181,7297,1,P,Document;P
O,I-Alinea,présent,10,612,792,ArialMT,#000,331,369,169,181,7297,1,P,Document;P
O,I-Alinea,"article,",10,612,792,ArialMT,#000,372,406,169,181,7297,1,P,Document;P
O,I-Alinea,la,10,612,792,ArialMT,#000,409,418,169,181,7297,1,P,Document;P
O,I-Alinea,contribution,10,612,792,ArialMT,#000,421,480,169,181,7297,1,P,Document;P
O,I-Alinea,est,10,612,792,ArialMT,#000,483,498,169,181,7297,1,P,Document;P
O,I-Alinea,exigible,10,612,792,ArialMT,#000,501,540,169,181,7297,1,P,Document;P
O,I-Alinea,que,10,612,792,ArialMT,#000,108,128,185,197,7313,1,P,Document;P
O,I-Alinea,pour,10,612,792,ArialMT,#000,130,154,185,197,7313,1,P,Document;P
O,I-Alinea,la,10,612,792,ArialMT,#000,157,166,185,197,7313,1,P,Document;P
O,I-Alinea,portion,10,612,792,ArialMT,#000,168,204,185,197,7313,1,P,Document;P
O,I-Alinea,du,10,612,792,ArialMT,#000,207,220,185,197,7313,1,P,Document;P
O,I-Alinea,lot,10,612,792,ArialMT,#000,223,235,185,197,7313,1,P,Document;P
O,I-Alinea,qui,10,612,792,ArialMT,#000,238,253,185,197,7313,1,P,Document;P
O,I-Alinea,n’était,10,612,792,ArialMT,#000,256,286,185,197,7313,1,P,Document;P
O,I-Alinea,pas,10,612,792,ArialMT,#000,289,308,185,197,7313,1,P,Document;P
O,I-Alinea,un,10,612,792,ArialMT,#000,311,324,185,197,7313,1,P,Document;P
O,I-Alinea,lot,10,612,792,ArialMT,#000,327,339,185,197,7313,1,P,Document;P
O,I-Alinea,distinct,10,612,792,ArialMT,#000,342,377,185,197,7313,1,P,Document;P
O,I-Alinea,avant,10,612,792,ArialMT,#000,380,409,185,197,7313,1,P,Document;P
O,I-Alinea,la,10,612,792,ArialMT,#000,411,420,185,197,7313,1,P,Document;P
O,I-Alinea,rénovation,10,612,792,ArialMT,#000,423,477,185,197,7313,1,P,Document;P
O,I-Alinea,cadastrale.,10,612,792,ArialMT,#000,480,536,185,197,7313,1,P,Document;P
O,O,___________________________________________________,10,612,792,Arial-BoldMT,#000,72,287,201,209,7329,2,P,Document;P
B-Amendement,B-Alinea,"227-02-2021,",10,612,792,ArialMT,#000,72,117,210,218,7338,3,P,Document;P
I-Amendement,I-Alinea,a.,10,612,792,ArialMT,#000,119,125,210,218,7338,3,P,Document;P
I-Amendement,I-Alinea,1,10,612,792,ArialMT,#000,127,131,210,218,7338,3,P,Document;P
I-Amendement,I-Alinea,(2021),10,612,792,ArialMT,#000,133,155,210,218,7338,3,P,Document;P
O,B-Article,15.2,10,612,792,Arial-BoldMT,#000,72,95,232,244,7360,4,P,Document;H3
O,I-Article,DISPOSITIONS,10,612,792,Arial-BoldMT,#000,108,193,232,244,7360,4,P,Document;H3
O,I-Article,PARTICULIÈRES,10,612,792,Arial-BoldMT,#000,197,293,232,244,7360,4,P,Document;H3
O,I-Article,RELATIVES,10,612,792,Arial-BoldMT,#000,297,364,232,244,7360,4,P,Document;H3
O,I-Article,À,10,612,792,Arial-BoldMT,#000,368,376,232,244,7360,4,P,Document;H3
O,I-Article,L’APPLICATION,10,612,792,Arial-BoldMT,#000,379,471,232,244,7360,4,P,Document;H3
O,I-Article,DES,10,612,792,Arial-BoldMT,#000,475,499,232,244,7360,4,P,Document;H3
O,I-Article,FRAIS,10,612,792,Arial-BoldMT,#000,503,539,232,244,7360,4,P,Document;H3
O,I-Article,DE,10,612,792,Arial-BoldMT,#000,108,125,249,261,7377,4,P,Document;H3
O,I-Article,"PARCS,",10,612,792,Arial-BoldMT,#000,128,173,249,261,7377,4,P,Document;H3
O,I-Article,TERRAINS,10,612,792,Arial-BoldMT,#000,177,238,249,261,7377,4,P,Document;H3
O,I-Article,DE,10,612,792,Arial-BoldMT,#000,241,258,249,261,7377,4,P,Document;H3
O,I-Article,JEUX,10,612,792,Arial-BoldMT,#000,261,293,249,261,7377,4,P,Document;H3
O,I-Article,ET,10,612,792,Arial-BoldMT,#000,296,312,249,261,7377,4,P,Document;H3
O,I-Article,D’ESPACES,10,612,792,Arial-BoldMT,#000,315,384,249,261,7377,4,P,Document;H3
O,I-Article,NATURELS,10,612,792,Arial-BoldMT,#000,387,453,249,261,7377,4,P,Document;H3
O,I-Article,DANS,10,612,792,Arial-BoldMT,#000,456,490,249,261,7377,4,P,Document;H3
O,I-Article,LE,10,612,792,Arial-BoldMT,#000,493,509,249,261,7377,4,P,Document;H3
O,I-Article,CADRE,10,612,792,Arial-BoldMT,#000,108,151,265,277,7393,4,P,Document;H3
O,I-Article,D’UN,10,612,792,Arial-BoldMT,#000,154,183,265,277,7393,4,P,Document;H3
O,I-Article,PROJET,10,612,792,Arial-BoldMT,#000,187,235,265,277,7393,4,P,Document;H3
O,I-Article,DE,10,612,792,Arial-BoldMT,#000,238,255,265,277,7393,4,P,Document;H3
O,I-Article,REDÉVELOPPEMENT,10,612,792,Arial-BoldMT,#000,258,382,265,277,7393,4,P,Document;H3
O,B-Alinea,Dans,10,612,792,ArialMT,#000,108,135,294,306,7422,5,P,Document;P
O,I-Alinea,le,10,612,792,ArialMT,#000,138,147,294,306,7422,5,P,Document;P
O,I-Alinea,cadre,10,612,792,ArialMT,#000,150,179,294,306,7422,5,P,Document;P
O,I-Alinea,d’un,10,612,792,ArialMT,#000,182,204,294,306,7422,5,P,Document;P
O,I-Alinea,projet,10,612,792,ArialMT,#000,206,235,294,306,7422,5,P,Document;P
O,I-Alinea,de,10,612,792,ArialMT,#000,238,251,294,306,7422,5,P,Document;P
O,I-Alinea,"redéveloppement,",10,612,792,ArialMT,#000,254,346,294,306,7422,5,P,Document;P
O,I-Alinea,le,10,612,792,ArialMT,#000,349,358,294,306,7422,5,P,Document;P
O,I-Alinea,propriétaire,10,612,792,ArialMT,#000,361,419,294,306,7422,5,P,Document;P
O,I-Alinea,"doit,",10,612,792,ArialMT,#000,422,443,294,306,7422,5,P,Document;P
O,I-Alinea,préalablement,10,612,792,ArialMT,#000,446,519,294,306,7422,5,P,Document;P
O,I-Alinea,à,10,612,792,ArialMT,#000,522,528,294,306,7422,5,P,Document;P
O,I-Alinea,la,10,612,792,ArialMT,#000,531,540,294,306,7422,5,P,Document;P
O,I-Alinea,délivrance,10,612,792,ArialMT,#000,108,161,310,322,7438,5,P,Document;P
O,I-Alinea,du,10,612,792,ArialMT,#000,165,178,310,322,7438,5,P,Document;P
O,I-Alinea,permis,10,612,792,ArialMT,#000,182,216,310,322,7438,5,P,Document;P
O,I-Alinea,de,10,612,792,ArialMT,#000,220,233,310,322,7438,5,P,Document;P
O,I-Alinea,"construction,",10,612,792,ArialMT,#000,238,303,310,322,7438,5,P,Document;P
O,I-Alinea,fournir,10,612,792,ArialMT,#000,306,339,310,322,7438,5,P,Document;P
O,I-Alinea,une,10,612,792,ArialMT,#000,343,363,310,322,7438,5,P,Document;P
O,I-Alinea,contribution,10,612,792,ArialMT,#000,367,426,310,322,7438,5,P,Document;P
O,I-Alinea,aux,10,612,792,ArialMT,#000,430,449,310,322,7438,5,P,Document;P
O,I-Alinea,fins,10,612,792,ArialMT,#000,453,471,310,322,7438,5,P,Document;P
O,I-Alinea,de,10,612,792,ArialMT,#000,475,488,310,322,7438,5,P,Document;P
O,I-Alinea,"parcs,",10,612,792,ArialMT,#000,492,523,310,322,7438,5,P,Document;P
O,I-Alinea,de,10,612,792,ArialMT,#000,527,540,310,322,7438,5,P,Document;P
O,I-Alinea,terrains,10,612,792,ArialMT,#000,108,146,327,339,7455,5,P,Document;P
O,I-Alinea,de,10,612,792,ArialMT,#000,150,163,327,339,7455,5,P,Document;P
O,I-Alinea,jeux,10,612,792,ArialMT,#000,167,188,327,339,7455,5,P,Document;P
O,I-Alinea,et,10,612,792,ArialMT,#000,192,201,327,339,7455,5,P,Document;P
O,I-Alinea,d’espaces,10,612,792,ArialMT,#000,205,257,327,339,7455,5,P,Document;P
O,I-Alinea,"naturels,",10,612,792,ArialMT,#000,261,305,327,339,7455,5,P,Document;P
O,I-Alinea,tel,10,612,792,ArialMT,#000,308,321,327,339,7455,5,P,Document;P
O,I-Alinea,que,10,612,792,ArialMT,#000,324,344,327,339,7455,5,P,Document;P
O,I-Alinea,prescrit,10,612,792,ArialMT,#000,347,385,327,339,7455,5,P,Document;P
O,I-Alinea,au,10,612,792,ArialMT,#000,389,402,327,339,7455,5,P,Document;P
O,I-Alinea,Règlement,10,612,792,ArialMT,#000,406,462,327,339,7455,5,P,Document;P
O,I-Alinea,de,10,612,792,ArialMT,#000,465,478,327,339,7455,5,P,Document;P
O,I-Alinea,lotissement,10,612,792,ArialMT,#000,482,540,327,339,7455,5,P,Document;P
O,I-Alinea,en,10,612,792,ArialMT,#000,108,121,343,355,7471,5,P,Document;P
O,I-Alinea,vigueur.,10,612,792,ArialMT,#000,124,165,343,355,7471,5,P,Document;P
O,I-Alinea,Les,10,612,792,ArialMT,#000,168,187,343,355,7471,5,P,Document;P
O,I-Alinea,cas,10,612,792,ArialMT,#000,190,208,343,355,7471,5,P,Document;P
O,I-Alinea,suivants,10,612,792,ArialMT,#000,211,253,343,355,7471,5,P,Document;P
O,I-Alinea,constituent,10,612,792,ArialMT,#000,256,311,343,355,7471,5,P,Document;P
O,I-Alinea,un,10,612,792,ArialMT,#000,314,327,343,355,7471,5,P,Document;P
O,I-Alinea,projet,10,612,792,ArialMT,#000,330,359,343,355,7471,5,P,Document;P
O,I-Alinea,de,10,612,792,ArialMT,#000,361,375,343,355,7471,5,P,Document;P
O,I-Alinea,redéveloppement,10,612,792,ArialMT,#000,378,467,343,355,7471,5,P,Document;P
O,I-Alinea,:,10,612,792,ArialMT,#000,469,473,343,355,7471,5,P,Document;P
O,B-Liste,1°,10,612,792,ArialMT,#000,107,119,372,384,7500,6,P,Document;P
O,I-Liste,La,10,612,792,ArialMT,#000,136,149,372,384,7500,6,P,Document;P
O,I-Liste,construction,10,612,792,ArialMT,#000,152,214,372,384,7500,6,P,Document;P
O,I-Liste,d’un,10,612,792,ArialMT,#000,218,240,372,384,7500,6,P,Document;P
O,I-Liste,ou,10,612,792,ArialMT,#000,243,256,372,384,7500,6,P,Document;P
O,I-Liste,de,10,612,792,ArialMT,#000,260,273,372,384,7500,6,P,Document;P
O,I-Liste,plusieurs,10,612,792,ArialMT,#000,276,322,372,384,7500,6,P,Document;P
O,I-Liste,bâtiments,10,612,792,ArialMT,#000,325,375,372,384,7500,6,P,Document;P
O,I-Liste,principaux,10,612,792,ArialMT,#000,379,431,372,384,7500,6,P,Document;P
O,I-Liste,sur,10,612,792,ArialMT,#000,435,451,372,384,7500,6,P,Document;P
O,I-Liste,un,10,612,792,ArialMT,#000,454,467,372,384,7500,6,P,Document;P
O,I-Liste,terrain,10,612,792,ArialMT,#000,471,503,372,384,7500,6,P,Document;P
O,I-Liste,faisant,10,612,792,ArialMT,#000,506,540,372,384,7500,6,P,Document;P
O,I-Liste,suite,10,612,792,ArialMT,#000,136,160,389,401,7517,6,P,Document;P
O,I-Liste,à,10,612,792,ArialMT,#000,163,169,389,401,7517,6,P,Document;P
O,I-Liste,la,10,612,792,ArialMT,#000,172,181,389,401,7517,6,P,Document;P
O,I-Liste,démolition,10,612,792,ArialMT,#000,183,235,389,401,7517,6,P,Document;P
O,I-Liste,d’un,10,612,792,ArialMT,#000,238,260,389,401,7517,6,P,Document;P
O,I-Liste,bâtiment,10,612,792,ArialMT,#000,262,306,389,401,7517,6,P,Document;P
O,I-Liste,principal,10,612,792,ArialMT,#000,308,351,389,401,7517,6,P,Document;P
O,I-Liste,ou,10,612,792,ArialMT,#000,353,367,389,401,7517,6,P,Document;P
O,I-Liste,de,10,612,792,ArialMT,#000,369,382,389,401,7517,6,P,Document;P
O,I-Liste,plusieurs,10,612,792,ArialMT,#000,384,430,389,401,7517,6,P,Document;P
O,I-Liste,bâtiments,10,612,792,ArialMT,#000,432,483,389,401,7517,6,P,Document;P
O,I-Liste,principaux.,10,612,792,ArialMT,#000,485,540,389,401,7517,6,P,Document;P
O,B-Liste,Le,10,612,792,ArialMT,#000,136,149,405,417,7533,6,P,Document;P
O,I-Liste,projet,10,612,792,ArialMT,#000,152,181,405,417,7533,6,P,Document;P
O,I-Liste,doit,10,612,792,ArialMT,#000,184,203,405,417,7533,6,P,Document;P
O,I-Liste,avoir,10,612,792,ArialMT,#000,206,231,405,417,7533,6,P,Document;P
O,I-Liste,pour,10,612,792,ArialMT,#000,234,257,405,417,7533,6,P,Document;P
O,I-Liste,effet,10,612,792,ArialMT,#000,260,282,405,417,7533,6,P,Document;P
O,I-Liste,d’augmenter,10,612,792,ArialMT,#000,286,350,405,417,7533,6,P,Document;P
O,I-Liste,le,10,612,792,ArialMT,#000,353,362,405,417,7533,6,P,Document;P
O,I-Liste,nombre,10,612,792,ArialMT,#000,365,405,405,417,7533,6,P,Document;P
O,I-Liste,de,10,612,792,ArialMT,#000,408,421,405,417,7533,6,P,Document;P
