sequence,segment,text,page,page_width,page_height,fontname,rgb,x0,x1,top,bottom,doctop,mcid,mctag,tagstack
I-Amendement,I-Alinea,2013-12-19),17,612,792,GCDQNG+ArialMT,#000,328,371,555,563,13227,16,P,Document;Sect;P
B-Amendement,I-Alinea,"(modifié,",17,612,792,GCDQNG+ArialMT,#000,108,139,565,573,13237,17,P,Document;Sect;P
I-Amendement,I-Alinea,règlement,17,612,792,GCDQNG+ArialMT,#000,141,177,565,573,13237,17,P,Document;Sect;P
I-Amendement,I-Alinea,numéro,17,612,792,GCDQNG+ArialMT,#000,179,206,565,573,13237,17,P,Document;Sect;P
I-Amendement,I-Alinea,"2013-U53-40,",17,612,792,GCDQNG+ArialMT,#000,208,257,565,573,13237,17,P,Document;Sect;P
I-Amendement,I-Alinea,entré,17,612,792,GCDQNG+ArialMT,#000,259,277,565,573,13237,17,P,Document;Sect;P
I-Amendement,I-Alinea,en,17,612,792,GCDQNG+ArialMT,#000,280,289,565,573,13237,17,P,Document;Sect;P
I-Amendement,I-Alinea,vigueur,17,612,792,GCDQNG+ArialMT,#000,291,317,565,573,13237,17,P,Document;Sect;P
I-Amendement,I-Alinea,le,17,612,792,GCDQNG+ArialMT,#000,319,326,565,573,13237,17,P,Document;Sect;P
I-Amendement,I-Alinea,2014-07-17),17,612,792,GCDQNG+ArialMT,#000,328,371,565,573,13237,17,P,Document;Sect;P
B-Amendement,I-Alinea,"(modifié,",17,612,792,GCDQNG+ArialMT,#000,108,139,574,582,13246,18,P,Document;Sect;P
I-Amendement,I-Alinea,règlement,17,612,792,GCDQNG+ArialMT,#000,141,177,574,582,13246,18,P,Document;Sect;P
I-Amendement,I-Alinea,numéro,17,612,792,GCDQNG+ArialMT,#000,179,206,574,582,13246,18,P,Document;Sect;P
I-Amendement,I-Alinea,"2015-U53-49,",17,612,792,GCDQNG+ArialMT,#000,208,257,574,582,13246,18,P,Document;Sect;P
I-Amendement,I-Alinea,entré,17,612,792,GCDQNG+ArialMT,#000,259,277,574,582,13246,18,P,Document;Sect;P
I-Amendement,I-Alinea,en,17,612,792,GCDQNG+ArialMT,#000,280,289,574,582,13246,18,P,Document;Sect;P
I-Amendement,I-Alinea,vigueur,17,612,792,GCDQNG+ArialMT,#000,291,317,574,582,13246,18,P,Document;Sect;P
I-Amendement,I-Alinea,le,17,612,792,GCDQNG+ArialMT,#000,319,326,574,582,13246,18,P,Document;Sect;P
I-Amendement,I-Alinea,2015-05-21),17,612,792,GCDQNG+ArialMT,#000,328,371,574,582,13246,18,P,Document;Sect;P
B-Amendement,I-Alinea,"(modifié,",17,612,792,GCDQNG+ArialMT,#000,108,139,583,591,13255,19,P,Document;Sect;P
I-Amendement,I-Alinea,règlement,17,612,792,GCDQNG+ArialMT,#000,141,177,583,591,13255,19,P,Document;Sect;P
I-Amendement,I-Alinea,numéro,17,612,792,GCDQNG+ArialMT,#000,179,206,583,591,13255,19,P,Document;Sect;P
I-Amendement,I-Alinea,"2016-U53-55,",17,612,792,GCDQNG+ArialMT,#000,208,257,583,591,13255,19,P,Document;Sect;P
I-Amendement,I-Alinea,entré,17,612,792,GCDQNG+ArialMT,#000,259,277,583,591,13255,19,P,Document;Sect;P
I-Amendement,I-Alinea,en,17,612,792,GCDQNG+ArialMT,#000,280,289,583,591,13255,19,P,Document;Sect;P
I-Amendement,I-Alinea,vigueur,17,612,792,GCDQNG+ArialMT,#000,291,317,583,591,13255,19,P,Document;Sect;P
I-Amendement,I-Alinea,le,17,612,792,GCDQNG+ArialMT,#000,319,326,583,591,13255,19,P,Document;Sect;P
I-Amendement,I-Alinea,2016-06-16),17,612,792,GCDQNG+ArialMT,#000,328,371,583,591,13255,19,P,Document;Sect;P
B-Amendement,I-Alinea,"(modifié,",17,612,792,GCDQNG+ArialMT,#000,108,139,592,600,13264,20,P,Document;Sect;P
I-Amendement,I-Alinea,règlement,17,612,792,GCDQNG+ArialMT,#000,141,177,592,600,13264,20,P,Document;Sect;P
I-Amendement,I-Alinea,numéro,17,612,792,GCDQNG+ArialMT,#000,179,206,592,600,13264,20,P,Document;Sect;P
I-Amendement,I-Alinea,"2016-U53-65,",17,612,792,GCDQNG+ArialMT,#000,208,257,592,600,13264,20,P,Document;Sect;P
I-Amendement,I-Alinea,entré,17,612,792,GCDQNG+ArialMT,#000,259,277,592,600,13264,20,P,Document;Sect;P
I-Amendement,I-Alinea,en,17,612,792,GCDQNG+ArialMT,#000,280,289,592,600,13264,20,P,Document;Sect;P
I-Amendement,I-Alinea,vigueur,17,612,792,GCDQNG+ArialMT,#000,291,317,592,600,13264,20,P,Document;Sect;P
I-Amendement,I-Alinea,le,17,612,792,GCDQNG+ArialMT,#000,319,326,592,600,13264,20,P,Document;Sect;P
I-Amendement,I-Alinea,2016-12-15),17,612,792,GCDQNG+ArialMT,#000,328,371,592,600,13264,20,P,Document;Sect;P
B-Amendement,I-Alinea,"(modifié,",17,612,792,GCDQNG+ArialMT,#000,108,139,601,609,13273,21,P,Document;Sect;P
I-Amendement,I-Alinea,règlement,17,612,792,GCDQNG+ArialMT,#000,141,177,601,609,13273,21,P,Document;Sect;P
I-Amendement,I-Alinea,numéro,17,612,792,GCDQNG+ArialMT,#000,179,206,601,609,13273,21,P,Document;Sect;P
I-Amendement,I-Alinea,"2018-U53-74,",17,612,792,GCDQNG+ArialMT,#000,208,257,601,609,13273,21,P,Document;Sect;P
I-Amendement,I-Alinea,entré,17,612,792,GCDQNG+ArialMT,#000,259,277,601,609,13273,21,P,Document;Sect;P
I-Amendement,I-Alinea,en,17,612,792,GCDQNG+ArialMT,#000,280,289,601,609,13273,21,P,Document;Sect;P
I-Amendement,I-Alinea,vigueur,17,612,792,GCDQNG+ArialMT,#000,291,317,601,609,13273,21,P,Document;Sect;P
I-Amendement,I-Alinea,le,17,612,792,GCDQNG+ArialMT,#000,319,326,601,609,13273,21,P,Document;Sect;P
I-Amendement,I-Alinea,2018-06-22),17,612,792,GCDQNG+ArialMT,#000,328,371,601,609,13273,21,P,Document;Sect;P
B-Amendement,I-Alinea,"(modifié,",17,612,792,GCDQNG+ArialMT,#000,108,139,611,619,13283,22,P,Document;Sect;P
I-Amendement,I-Alinea,règlement,17,612,792,GCDQNG+ArialMT,#000,141,177,611,619,13283,22,P,Document;Sect;P
I-Amendement,I-Alinea,numéro,17,612,792,GCDQNG+ArialMT,#000,179,206,611,619,13283,22,P,Document;Sect;P
I-Amendement,I-Alinea,"2018-U53-76,",17,612,792,GCDQNG+ArialMT,#000,208,257,611,619,13283,22,P,Document;Sect;P
I-Amendement,I-Alinea,entré,17,612,792,GCDQNG+ArialMT,#000,259,277,611,619,13283,22,P,Document;Sect;P
I-Amendement,I-Alinea,en,17,612,792,GCDQNG+ArialMT,#000,280,289,611,619,13283,22,P,Document;Sect;P
I-Amendement,I-Alinea,vigueur,17,612,792,GCDQNG+ArialMT,#000,291,317,611,619,13283,22,P,Document;Sect;P
I-Amendement,I-Alinea,le,17,612,792,GCDQNG+ArialMT,#000,319,326,611,619,13283,22,P,Document;Sect;P
I-Amendement,I-Alinea,2018-08-20),17,612,792,GCDQNG+ArialMT,#000,328,371,611,619,13283,22,P,Document;Sect;P
B-Amendement,I-Alinea,"(modifié,",17,612,792,GCDQNG+ArialMT,#000,108,139,620,628,13292,23,P,Document;Sect;P
I-Amendement,I-Alinea,règlement,17,612,792,GCDQNG+ArialMT,#000,141,177,620,628,13292,23,P,Document;Sect;P
I-Amendement,I-Alinea,numéro,17,612,792,GCDQNG+ArialMT,#000,179,206,620,628,13292,23,P,Document;Sect;P
I-Amendement,I-Alinea,"2020-U53-85,",17,612,792,GCDQNG+ArialMT,#000,208,257,620,628,13292,23,P,Document;Sect;P
I-Amendement,I-Alinea,entré,17,612,792,GCDQNG+ArialMT,#000,259,277,620,628,13292,23,P,Document;Sect;P
I-Amendement,I-Alinea,en,17,612,792,GCDQNG+ArialMT,#000,280,289,620,628,13292,23,P,Document;Sect;P
I-Amendement,I-Alinea,vigueur,17,612,792,GCDQNG+ArialMT,#000,291,317,620,628,13292,23,P,Document;Sect;P
I-Amendement,I-Alinea,le,17,612,792,GCDQNG+ArialMT,#000,319,326,620,628,13292,23,P,Document;Sect;P
I-Amendement,I-Alinea,2021-01-22),17,612,792,GCDQNG+ArialMT,#000,328,371,620,628,13292,23,P,Document;Sect;P
B-Amendement,I-Alinea,"(modifié,",17,612,792,GCDQNG+ArialMT,#000,108,139,629,637,13301,24,P,Document;Sect;P
I-Amendement,I-Alinea,règlement,17,612,792,GCDQNG+ArialMT,#000,141,177,629,637,13301,24,P,Document;Sect;P
I-Amendement,I-Alinea,numéro,17,612,792,GCDQNG+ArialMT,#000,179,206,629,637,13301,24,P,Document;Sect;P
I-Amendement,I-Alinea,"2021-U53-86,",17,612,792,GCDQNG+ArialMT,#000,208,257,629,637,13301,24,P,Document;Sect;P
I-Amendement,I-Alinea,entré,17,612,792,GCDQNG+ArialMT,#000,259,277,629,637,13301,24,P,Document;Sect;P
I-Amendement,I-Alinea,en,17,612,792,GCDQNG+ArialMT,#000,280,289,629,637,13301,24,P,Document;Sect;P
I-Amendement,I-Alinea,vigueur,17,612,792,GCDQNG+ArialMT,#000,291,317,629,637,13301,24,P,Document;Sect;P
I-Amendement,I-Alinea,le,17,612,792,GCDQNG+ArialMT,#000,319,326,629,637,13301,24,P,Document;Sect;P
I-Amendement,I-Alinea,2021-04-16),17,612,792,GCDQNG+ArialMT,#000,328,371,629,637,13301,24,P,Document;Sect;P
B-Amendement,I-Alinea,"(modifié,",17,612,792,GCDQNG+ArialMT,#000,108,139,638,646,13310,25,P,Document;Sect;P
I-Amendement,I-Alinea,règlement,17,612,792,GCDQNG+ArialMT,#000,141,177,638,646,13310,25,P,Document;Sect;P
I-Amendement,I-Alinea,numéro,17,612,792,GCDQNG+ArialMT,#000,179,206,638,646,13310,25,P,Document;Sect;P
I-Amendement,I-Alinea,"2022-U53-91,",17,612,792,GCDQNG+ArialMT,#000,208,257,638,646,13310,25,P,Document;Sect;P
I-Amendement,I-Alinea,entré,17,612,792,GCDQNG+ArialMT,#000,259,277,638,646,13310,25,P,Document;Sect;P
I-Amendement,I-Alinea,en,17,612,792,GCDQNG+ArialMT,#000,280,289,638,646,13310,25,P,Document;Sect;P
I-Amendement,I-Alinea,vigueur,17,612,792,GCDQNG+ArialMT,#000,291,317,638,646,13310,25,P,Document;Sect;P
I-Amendement,I-Alinea,le,17,612,792,GCDQNG+ArialMT,#000,319,326,638,646,13310,25,P,Document;Sect;P
I-Amendement,I-Alinea,2022-10-25),17,612,792,GCDQNG+ArialMT,#000,328,371,638,646,13310,25,P,Document;Sect;P
B-Amendement,I-Alinea,"(modifié,",17,612,792,GCDQNG+ArialMT,#000,108,139,647,655,13319,26,P,Document;Sect;P
I-Amendement,I-Alinea,règlement,17,612,792,GCDQNG+ArialMT,#000,141,177,647,655,13319,26,P,Document;Sect;P
I-Amendement,I-Alinea,numéro,17,612,792,GCDQNG+ArialMT,#000,179,206,647,655,13319,26,P,Document;Sect;P
I-Amendement,I-Alinea,"2022-U53-92,",17,612,792,GCDQNG+ArialMT,#000,208,257,647,655,13319,26,P,Document;Sect;P
I-Amendement,I-Alinea,entré,17,612,792,GCDQNG+ArialMT,#000,259,277,647,655,13319,26,P,Document;Sect;P
I-Amendement,I-Alinea,en,17,612,792,GCDQNG+ArialMT,#000,280,289,647,655,13319,26,P,Document;Sect;P
I-Amendement,I-Alinea,vigueur,17,612,792,GCDQNG+ArialMT,#000,291,317,647,655,13319,26,P,Document;Sect;P
I-Amendement,I-Alinea,le,17,612,792,GCDQNG+ArialMT,#000,319,326,647,655,13319,26,P,Document;Sect;P
I-Amendement,I-Alinea,2023-02-27),17,612,792,GCDQNG+ArialMT,#000,328,371,647,655,13319,26,P,Document;Sect;P
B-Amendement,I-Alinea,"(modifié,",17,612,792,GCDQNG+ArialMT,#000,108,139,657,665,13329,27,P,Document;Sect;P
I-Amendement,I-Alinea,règlement,17,612,792,GCDQNG+ArialMT,#000,141,177,657,665,13329,27,P,Document;Sect;P
I-Amendement,I-Alinea,numéro,17,612,792,GCDQNG+ArialMT,#000,179,206,657,665,13329,27,P,Document;Sect;P
I-Amendement,I-Alinea,"2022-U53-93-1,",17,612,792,GCDQNG+ArialMT,#000,208,264,657,665,13329,27,P,Document;Sect;P
I-Amendement,I-Alinea,entré,17,612,792,GCDQNG+ArialMT,#000,266,285,657,665,13329,27,P,Document;Sect;P
I-Amendement,I-Alinea,en,17,612,792,GCDQNG+ArialMT,#000,287,296,657,665,13329,27,P,Document;Sect;P
I-Amendement,I-Alinea,vigueur,17,612,792,GCDQNG+ArialMT,#000,298,324,657,665,13329,27,P,Document;Sect;P
I-Amendement,I-Alinea,le,17,612,792,GCDQNG+ArialMT,#000,326,333,657,665,13329,27,P,Document;Sect;P
I-Amendement,I-Alinea,2023-03-17),17,612,792,GCDQNG+ArialMT,#000,335,378,657,665,13329,27,P,Document;Sect;P
O,B-Alinea,Exception,17,612,792,GCDQNG+ArialMT,#000,162,210,676,687,13348,29,P,Document;Sect;P
O,I-Alinea,faite,17,612,792,GCDQNG+ArialMT,#000,216,237,676,687,13348,29,P,Document;Sect;P
O,I-Alinea,des,17,612,792,GCDQNG+ArialMT,#000,243,261,676,687,13348,29,P,Document;Sect;P
O,I-Alinea,mots,17,612,792,GCDQNG+ArialMT,#000,267,291,676,687,13348,29,P,Document;Sect;P
O,I-Alinea,définis,17,612,792,GCDQNG+ArialMT,#000,297,328,676,687,13348,29,P,Document;Sect;P
O,I-Alinea,"ci-après,",17,612,792,GCDQNG+ArialMT,#000,334,376,676,687,13348,29,P,Document;Sect;P
O,I-Alinea,tous,17,612,792,GCDQNG+ArialMT,#000,382,403,676,687,13348,29,P,Document;Sect;P
O,I-Alinea,les,17,612,792,GCDQNG+ArialMT,#000,409,423,676,687,13348,29,P,Document;Sect;P
O,I-Alinea,mots,17,612,792,GCDQNG+ArialMT,#000,429,453,676,687,13348,29,P,Document;Sect;P
O,I-Alinea,utilisés,17,612,792,GCDQNG+ArialMT,#000,459,493,676,687,13348,29,P,Document;Sect;P
O,I-Alinea,dans,17,612,792,GCDQNG+ArialMT,#000,499,522,676,687,13348,29,P,Document;Sect;P
O,I-Alinea,ce,17,612,792,GCDQNG+ArialMT,#000,528,540,676,687,13348,29,P,Document;Sect;P
O,I-Alinea,règlement,17,612,792,GCDQNG+ArialMT,#000,162,211,688,699,13360,29,P,Document;Sect;P
O,I-Alinea,conservent,17,612,792,GCDQNG+ArialMT,#000,214,268,688,699,13360,29,P,Document;Sect;P
O,I-Alinea,leur,17,612,792,GCDQNG+ArialMT,#000,271,289,688,699,13360,29,P,Document;Sect;P
O,I-Alinea,signification,17,612,792,GCDQNG+ArialMT,#000,292,350,688,699,13360,29,P,Document;Sect;P
O,I-Alinea,habituelle,17,612,792,GCDQNG+ArialMT,#000,353,400,688,699,13360,29,P,Document;Sect;P
O,I-Alinea,:,17,612,792,GCDQNG+ArialMT,#000,403,406,688,699,13360,29,P,Document;Sect;P
O,B-Pied,6-1,17,612,792,GCDQNG+ArialMT,#000,526,540,747,757,13419,,Artifact,
O,B-Tete,Disposition,19,612,792,QZBYXM+Arial-BoldMT,#000,432,492,39,50,14295,,Artifact,
O,I-Tete,générale,19,612,792,QZBYXM+Arial-BoldMT,#000,495,540,39,50,14295,,Artifact,
O,B-Alinea,Alignement,19,612,792,QZBYXM+Arial-BoldMT,#000,162,222,75,86,14331,0,P,Document;Sect;P
O,I-Alinea,de,19,612,792,QZBYXM+Arial-BoldMT,#000,225,238,75,86,14331,0,P,Document;Sect;P
O,I-Alinea,construction,19,612,792,QZBYXM+Arial-BoldMT,#000,240,307,75,86,14331,0,P,Document;Sect;P
O,I-Alinea,ou,19,612,792,QZBYXM+Arial-BoldMT,#000,310,323,75,86,14331,0,P,Document;Sect;P
O,I-Alinea,ligne,19,612,792,QZBYXM+Arial-BoldMT,#000,326,351,75,86,14331,0,P,Document;Sect;P
O,I-Alinea,de,19,612,792,QZBYXM+Arial-BoldMT,#000,354,367,75,86,14331,0,P,Document;Sect;P
O,I-Alinea,recul,19,612,792,QZBYXM+Arial-BoldMT,#000,370,396,75,86,14331,0,P,Document;Sect;P
O,I-Alinea,avant,19,612,792,QZBYXM+Arial-BoldMT,#000,399,427,75,86,14331,0,P,Document;Sect;P
O,I-Alinea,:,19,612,792,QZBYXM+Arial-BoldMT,#000,430,434,75,86,14331,0,P,Document;Sect;P
O,I-Alinea,ligne,19,612,792,GCDQNG+ArialMT,#000,437,460,75,86,14331,0,P,Document;Sect;P
O,I-Alinea,imaginaire,19,612,792,GCDQNG+ArialMT,#000,463,514,75,86,14331,0,P,Document;Sect;P
O,I-Alinea,prise,19,612,792,GCDQNG+ArialMT,#000,516,540,75,86,14331,0,P,Document;Sect;P
O,I-Alinea,sur,19,612,792,GCDQNG+ArialMT,#000,162,177,87,99,14343,0,P,Document;Sect;P
O,I-Alinea,un,19,612,792,GCDQNG+ArialMT,#000,182,194,87,99,14343,0,P,Document;Sect;P
O,I-Alinea,"terrain,",19,612,792,GCDQNG+ArialMT,#000,199,233,87,99,14343,0,P,Document;Sect;P
O,I-Alinea,localisée,19,612,792,GCDQNG+ArialMT,#000,238,281,87,99,14343,0,P,Document;Sect;P
O,I-Alinea,à,19,612,792,GCDQNG+ArialMT,#000,286,292,87,99,14343,0,P,Document;Sect;P
O,I-Alinea,une,19,612,792,GCDQNG+ArialMT,#000,297,315,87,99,14343,0,P,Document;Sect;P
O,I-Alinea,certaine,19,612,792,GCDQNG+ArialMT,#000,320,359,87,99,14343,0,P,Document;Sect;P
O,I-Alinea,distance,19,612,792,GCDQNG+ArialMT,#000,364,405,87,99,14343,0,P,Document;Sect;P
O,I-Alinea,de,19,612,792,GCDQNG+ArialMT,#000,410,422,87,99,14343,0,P,Document;Sect;P
O,I-Alinea,l'emprise,19,612,792,GCDQNG+ArialMT,#000,427,471,87,99,14343,0,P,Document;Sect;P
O,I-Alinea,de,19,612,792,GCDQNG+ArialMT,#000,476,488,87,99,14343,0,P,Document;Sect;P
O,I-Alinea,rue,19,612,792,GCDQNG+ArialMT,#000,493,509,87,99,14343,0,P,Document;Sect;P
O,I-Alinea,et,19,612,792,GCDQNG+ArialMT,#000,514,523,87,99,14343,0,P,Document;Sect;P
O,I-Alinea,en,19,612,792,GCDQNG+ArialMT,#000,528,540,87,99,14343,0,P,Document;Sect;P
O,I-Alinea,arrière,19,612,792,GCDQNG+ArialMT,#000,162,194,100,111,14356,0,P,Document;Sect;P
O,I-Alinea,de,19,612,792,GCDQNG+ArialMT,#000,196,209,100,111,14356,0,P,Document;Sect;P
O,I-Alinea,"laquelle,",19,612,792,GCDQNG+ArialMT,#000,211,252,100,111,14356,0,P,Document;Sect;P
O,I-Alinea,toute,19,612,792,GCDQNG+ArialMT,#000,254,279,100,111,14356,0,P,Document;Sect;P
O,I-Alinea,"construction,",19,612,792,GCDQNG+ArialMT,#000,281,344,100,111,14356,0,P,Document;Sect;P
O,I-Alinea,sauf,19,612,792,GCDQNG+ArialMT,#000,347,367,100,111,14356,0,P,Document;Sect;P
O,I-Alinea,celles,19,612,792,GCDQNG+ArialMT,#000,370,398,100,111,14356,0,P,Document;Sect;P
O,I-Alinea,spécifiquement,19,612,792,GCDQNG+ArialMT,#000,400,474,100,111,14356,0,P,Document;Sect;P
O,I-Alinea,permises,19,612,792,GCDQNG+ArialMT,#000,477,522,100,111,14356,0,P,Document;Sect;P
O,I-Alinea,par,19,612,792,GCDQNG+ArialMT,#000,524,540,100,111,14356,0,P,Document;Sect;P
O,I-Alinea,ce,19,612,792,GCDQNG+ArialMT,#000,162,174,113,124,14369,0,P,Document;Sect;P
O,I-Alinea,"règlement,",19,612,792,GCDQNG+ArialMT,#000,177,229,113,124,14369,0,P,Document;Sect;P
O,I-Alinea,doit,19,612,792,GCDQNG+ArialMT,#000,232,249,113,124,14369,0,P,Document;Sect;P
O,I-Alinea,être,19,612,792,GCDQNG+ArialMT,#000,252,271,113,124,14369,0,P,Document;Sect;P
O,I-Alinea,édifiée.,19,612,792,GCDQNG+ArialMT,#000,275,310,113,124,14369,0,P,Document;Sect;P
O,B-Alinea,Allée,19,612,792,QZBYXM+Arial-BoldMT,#000,162,188,135,146,14391,1,P,Document;Sect;P
O,I-Alinea,véhiculaire,19,612,792,QZBYXM+Arial-BoldMT,#000,192,249,135,146,14391,1,P,Document;Sect;P
O,I-Alinea,:,19,612,792,QZBYXM+Arial-BoldMT,#000,252,256,135,146,14391,1,P,Document;Sect;P
O,I-Alinea,voie,19,612,792,GCDQNG+ArialMT,#000,260,280,134,146,14390,1,P,Document;Sect;P
O,I-Alinea,de,19,612,792,GCDQNG+ArialMT,#000,283,296,134,146,14390,1,P,Document;Sect;P
O,I-Alinea,circulation,19,612,792,GCDQNG+ArialMT,#000,299,349,134,146,14390,1,P,Document;Sect;P
O,I-Alinea,privée,19,612,792,GCDQNG+ArialMT,#000,352,382,134,146,14390,1,P,Document;Sect;P
O,I-Alinea,permettant,19,612,792,GCDQNG+ArialMT,#000,386,439,134,146,14390,1,P,Document;Sect;P
O,I-Alinea,l'accès,19,612,792,GCDQNG+ArialMT,#000,442,475,134,146,14390,1,P,Document;Sect;P
O,I-Alinea,à,19,612,792,GCDQNG+ArialMT,#000,479,485,134,146,14390,1,P,Document;Sect;P
O,I-Alinea,un,19,612,792,GCDQNG+ArialMT,#000,489,501,134,146,14390,1,P,Document;Sect;P
O,I-Alinea,espace,19,612,792,GCDQNG+ArialMT,#000,505,540,134,146,14390,1,P,Document;Sect;P
O,I-Alinea,de,19,612,792,GCDQNG+ArialMT,#000,162,174,147,158,14403,1,P,Document;Sect;P
O,I-Alinea,stationnement,19,612,792,GCDQNG+ArialMT,#000,177,247,147,158,14403,1,P,Document;Sect;P
O,I-Alinea,commun,19,612,792,GCDQNG+ArialMT,#000,250,292,147,158,14403,1,P,Document;Sect;P
O,I-Alinea,et/ou,19,612,792,GCDQNG+ArialMT,#000,295,320,147,158,14403,1,P,Document;Sect;P
O,I-Alinea,à,19,612,792,GCDQNG+ArialMT,#000,323,329,147,158,14403,1,P,Document;Sect;P
O,I-Alinea,un,19,612,792,GCDQNG+ArialMT,#000,332,345,147,158,14403,1,P,Document;Sect;P
O,I-Alinea,groupe,19,612,792,GCDQNG+ArialMT,#000,348,382,147,158,14403,1,P,Document;Sect;P
O,I-Alinea,de,19,612,792,GCDQNG+ArialMT,#000,386,398,147,158,14403,1,P,Document;Sect;P
O,I-Alinea,bâtiments,19,612,792,GCDQNG+ArialMT,#000,401,449,147,158,14403,1,P,Document;Sect;P
O,I-Alinea,principaux,19,612,792,GCDQNG+ArialMT,#000,452,502,147,158,14403,1,P,Document;Sect;P
O,I-Alinea,à,19,612,792,GCDQNG+ArialMT,#000,505,512,147,158,14403,1,P,Document;Sect;P
O,I-Alinea,partir,19,612,792,GCDQNG+ArialMT,#000,515,540,147,158,14403,1,P,Document;Sect;P
O,I-Alinea,d'une,19,612,792,GCDQNG+ArialMT,#000,162,189,160,171,14416,1,P,Document;Sect;P
O,I-Alinea,rue.,19,612,792,GCDQNG+ArialMT,#000,192,211,160,171,14416,1,P,Document;Sect;P
O,I-Alinea,L'allée,19,612,792,GCDQNG+ArialMT,#000,214,245,160,171,14416,1,P,Document;Sect;P
O,I-Alinea,véhiculaire,19,612,792,GCDQNG+ArialMT,#000,248,301,160,171,14416,1,P,Document;Sect;P
O,I-Alinea,n'est,19,612,792,GCDQNG+ArialMT,#000,304,327,160,171,14416,1,P,Document;Sect;P
O,I-Alinea,pas,19,612,792,GCDQNG+ArialMT,#000,330,347,160,171,14416,1,P,Document;Sect;P
O,I-Alinea,destinée,19,612,792,GCDQNG+ArialMT,#000,350,392,160,171,14416,1,P,Document;Sect;P
O,I-Alinea,à,19,612,792,GCDQNG+ArialMT,#000,395,401,160,171,14416,1,P,Document;Sect;P
O,I-Alinea,devenir,19,612,792,GCDQNG+ArialMT,#000,404,440,160,171,14416,1,P,Document;Sect;P
O,I-Alinea,propriété,19,612,792,GCDQNG+ArialMT,#000,443,487,160,171,14416,1,P,Document;Sect;P
O,I-Alinea,publique.,19,612,792,GCDQNG+ArialMT,#000,490,534,160,171,14416,1,P,Document;Sect;P
O,B-Alinea,Animal,19,612,792,QZBYXM+Arial-BoldMT,#000,162,199,182,193,14438,2,P,Document;Sect;P
O,I-Alinea,domestique,19,612,792,QZBYXM+Arial-BoldMT,#000,202,264,182,193,14438,2,P,Document;Sect;P
O,I-Alinea,:,19,612,792,QZBYXM+Arial-BoldMT,#000,267,271,182,193,14438,2,P,Document;Sect;P
O,I-Alinea,animal,19,612,792,GCDQNG+ArialMT,#000,275,307,181,192,14437,2,P,Document;Sect;P
O,I-Alinea,apprivoisé,19,612,792,GCDQNG+ArialMT,#000,311,361,181,192,14437,2,P,Document;Sect;P
O,I-Alinea,qui,19,612,792,GCDQNG+ArialMT,#000,365,379,181,192,14437,2,P,Document;Sect;P
O,I-Alinea,vit,19,612,792,GCDQNG+ArialMT,#000,383,394,181,192,14437,2,P,Document;Sect;P
O,I-Alinea,auprès,19,612,792,GCDQNG+ArialMT,#000,398,432,181,192,14437,2,P,Document;Sect;P
O,I-Alinea,de,19,612,792,GCDQNG+ArialMT,#000,435,448,181,192,14437,2,P,Document;Sect;P
O,I-Alinea,l'homme,19,612,792,GCDQNG+ArialMT,#000,452,493,181,192,14437,2,P,Document;Sect;P
O,I-Alinea,pour,19,612,792,GCDQNG+ArialMT,#000,497,518,181,192,14437,2,P,Document;Sect;P
O,I-Alinea,son,19,612,792,GCDQNG+ArialMT,#000,522,540,181,192,14437,2,P,Document;Sect;P
O,I-Alinea,"bénéfice,",19,612,792,GCDQNG+ArialMT,#000,162,207,194,205,14450,2,P,Document;Sect;P
O,I-Alinea,pour,19,612,792,GCDQNG+ArialMT,#000,211,233,194,205,14450,2,P,Document;Sect;P
O,I-Alinea,l'aider,19,612,792,GCDQNG+ArialMT,#000,238,267,194,205,14450,2,P,Document;Sect;P
O,I-Alinea,ou,19,612,792,GCDQNG+ArialMT,#000,272,284,194,205,14450,2,P,Document;Sect;P
O,I-Alinea,le,19,612,792,GCDQNG+ArialMT,#000,289,297,194,205,14450,2,P,Document;Sect;P
O,I-Alinea,distraire,19,612,792,GCDQNG+ArialMT,#000,302,341,194,205,14450,2,P,Document;Sect;P
O,I-Alinea,et,19,612,792,GCDQNG+ArialMT,#000,346,355,194,205,14450,2,P,Document;Sect;P
O,I-Alinea,qui,19,612,792,GCDQNG+ArialMT,#000,359,374,194,205,14450,2,P,Document;Sect;P
O,I-Alinea,se,19,612,792,GCDQNG+ArialMT,#000,379,390,194,205,14450,2,P,Document;Sect;P
O,I-Alinea,reproduit,19,612,792,GCDQNG+ArialMT,#000,395,439,194,205,14450,2,P,Document;Sect;P
O,I-Alinea,dans,19,612,792,GCDQNG+ArialMT,#000,443,467,194,205,14450,2,P,Document;Sect;P
O,I-Alinea,les,19,612,792,GCDQNG+ArialMT,#000,472,486,194,205,14450,2,P,Document;Sect;P
O,I-Alinea,conditions,19,612,792,GCDQNG+ArialMT,#000,491,540,194,205,14450,2,P,Document;Sect;P
O,I-Alinea,fixées,19,612,792,GCDQNG+ArialMT,#000,162,191,207,218,14463,2,P,Document;Sect;P
O,I-Alinea,par,19,612,792,GCDQNG+ArialMT,#000,194,210,207,218,14463,2,P,Document;Sect;P
O,I-Alinea,l'homme.,19,612,792,GCDQNG+ArialMT,#000,213,257,207,218,14463,2,P,Document;Sect;P
O,B-Alinea,Annexe,19,612,792,QZBYXM+Arial-BoldMT,#000,162,202,229,240,14485,3,P,Document;Sect;P
